;Topico0
"1998 francisco santos participo manera activa acuerdos puerta cielo eln carlos velandia gestor paz eln
";0.94922
"creo eln quiera negociar presidente tampoco creo presidente aliento carlos velandia gestor paz eln
";0.94641
"transformacion debe generar oportunidades crear mundo mejor generar aporte sociedad mauricio carreno gedigital haceb
";0.94613
"rt wenrosal felicitaciones drs fernando lizcano luz indira sotelo dusko kalenatic grandes investigadores acaciencia colciencias
";0.9461
"rt facisouniandes hoy tendra lugar evento whats next for colombia reconciliation and peacebuilding transmision vivo labelurl
";0.9457
"rt camaraoriente eventoscamara queremos contribuir generar economias mas competitivas region andres j rendon alc mpio rio
";0.94563
"rt educaunisabana olga castiblancoana florido diana pulido junto profesor asesor johnalba25 presentan poster unisabana http
";0.94563
"call for paper ethejournal universities of the future educational and organizational challenge and possibilities labelurl
";0.94541
"rt derechousabana reciente publicacion diana maria gomez salas amigas lactancia realidad pais eltiempo unisabana ht
";0.94539
"oigan paso primera vez santos uribe timochenko hablan mismo lenguaje parece importante francisco santos
";0.94448
"lina quesada recibira premio hewitt william boright hewitt maybelle ellen ball hewitt excelenciauniandes labelurl
";0.9426
"lina quesada recibira premio hewitt william boright hewitt maybelle ellen ball hewitt excelenciauniandes labelurl
";0.9426
"lina quesada recibira premio hewitt william boright hewitt maybelle ellen ball hewitt excelenciauniandes labelurl
";0.9426
"seguramente orden parecida ejercito habran recibido huestes camarada timochenko carlos velandia gestor eln
";0.94252
"entiendo peligros veo vaso medio lleno mandaron mensaje absolutamente claro ciudadanos francisco santos
";0.94252
"presidente quedado atado pies manos decision tomado pais carlos velandia gestor paz eln
";0.94241
"seminar spectral and spatial analysis of vegetation traits and ecosystem process pierdas presentacion labelurl
";0.94238
"invito ayuden construir podemos seguir culpandonos pase pagina trabajo tender puentes francisco santos
";0.94235
"eln critico aspero acuerdo firmado presidente santos guerrilla farc carlos velandia gestor eln
";0.94234
"lideres opinion estan logrando cambiar opinion centros educativos siguen escindidos realidad nicolas montero
";0.94225
"rt cementosargos pasado ser exportador jugador local multiples mercados juan esteban calle foro infraestru
";0.94221
"encuentro ingenio innovacion usingenieria pensar diferente ser creativo ir mas alla conocido edgar labelurl
";0.94212
"gladys agudelo rectora ie fundacion celia duque abejorral agradece eafit oportunidad da estudiantes
";0.94209
