;Topico3
"rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at uniandes investigacionesparalap
";0.9616
"rt lolygaitan happy with our contribution ulfthoene to the book on adelpacifico that will be publish as part of university serie
";0.96077
"rt iptigeneva i dont know any trump supporter but look at the poll we be disconnect from constituencies tpaffenholz at uniandes
";0.95966
"rt ccykcolombia colombia be one the sponsor at partnersamerica luncheon today dont the opportunity to know more about colombia
";0.95754
"rt sandracortesi honor to be speak today at uniandes about the challenge and opportunities youth face online youthandmedia resp
";0.95743
"rt meltsdlonline unisabana 37 years old reshape itself every single day to provide our students education of quality labelurl
";0.95528
"rt arqposgrado day 2 ws mobility infrastructure and house marq uniandes march house and urbanism aa london site visit labelurl
";0.95519
"rt economiauandes documentocede no19 form state through land reform policy the dynamics of baldio allocation in peripheral http
";0.95517
"rt andrecdalmeida uniandes imagine the future of education for sdgs with 32 universities from 22 countries unsdsn columbiampadp
";0.95512
"rt iptigeneva academics need to make special effort to transfer knowledge to policy actors tpaffenholz at uniandes labelurl
";0.95272
"pronto andiamo in italia il corso global wine market trend and strategies piacenza ucscint unicatt eicea labelurl
";0.95255
"hear at tesol colombia how universidad sabana be support the growth of english language labelurl via edtechtimes
";0.95236
"ask be our new academic study center in english all you have to do be ask labelurl labelurl
";0.95198
"rt masterselt communities of practice 13th research symposium hold unisabana along with uelbosque connect elt research labelurl
";0.94975
"rt biomedcentral the role of light in chagas disease infection risk in colombia research from uniandes labelurl
";0.94972
"rt clarsteel the tesol community in latin america labelurl an initiative from tesol colombia sponsor by unisabana
";0.94953
"rt unisabanaradio aire werockus hablando albumes cumplen 50 anos historia sgt pepper lonely heart club band
";0.94945
"rt urosarioradio hoy estrenamos conteo musical universitario mas destacado urdel10al1 dias 10am hoy dj luird http
";0.94918
"rt comsabana momentos crisis actuar prisa clave cuanto mas tiempo pasa mas dana reputacion ycierva jorn
";0.94908
"rt colombiapurdue think on study abroad boilersabroad visit eafit make some videos share their experience purduegep labelurl
";0.9484
"rt colombiapurdue peter s maria eafit universidadeia cofounder use colombiapurdue relationships to boost education in colombia ht
";0.94824
"rt iptigeneva tpaffenholz about peace workshops too often we preach to the convert uniandes labelurl investigaci
";0.94643
"va corrido ano llegado 100 toneladas droga incautada vice mindefensa anibal fernandez soto foroungasscol
";0.94641
"my best rts this week come from forossemana vriun dibun thanksall who be yours labelurl labelurl
";0.94628
"rt uniandesicya feria colegios uniandes salon ml 514 charla ing ambiental natalia franco ingenieria ambiental
";0.94618
"my best rts this week come from blogdelanacho diegofhl dibun thanksall who be yours labelurl labelurl
";0.94617
"hoy buena parte droga producida colombia queda pais vice mindefensa anibal fernandez soto foroungasscol
";0.94616
"rt estebanh perdon reconciliacion adaptacion 3 procesos fundamentales ninos reinsertados neila diaz psicologa dir esp educa
";0.94615
"rt lselacc academia vital role in colombia peace process say fpanizza lsegovernment gvargas govargas uniandes labelurl
";0.94611
"bogota vamos hacer va generar minimo 6 millones viajes dia imaginense viajes hagan carro penalosa
";0.94604
"rt apgguzman unisabana bur2017 bur2017 acreditados mas 250 asistentes 23 paises 39 instituciones universidades pamplo
";0.94598
"rt jrestrp hoy hace 363 anos nacio urosarionews ilustrar republica formar personas profesionales hacer ciencia labelurl
";0.94576
"rt uscooficial usco invita lanzamiento nuevo libro winston morales chavarro literato huilense neiva julio 14 labelurl
";0.94569
"rt omarralba frustra poder crear mas oportunidades pais colombia juan manuel saravia tedxlasaguas uniandes admonuni
";0.94563
"nueva aproximacion problema drogas enfoque ambiental salud publica vice mindefensa anibal fernandez soto foroungasscol
";0.94561
"erradicacion lugares va ser facil lograr acuerdos comunidad vice mindefensa anibal fernandez soto foroungasscol
";0.94552
"gracias directivos alumnos profesores egresados hicieron posible sueno alberto rodriguez 20 anos ingenieria procesos
";0.94551
"unisabana buscara tener mas profesores planta doctorado proceso avanza manera segura hace varios anos
";0.94534
"rt comfama reparaciones deberian tener mision puramente correctivas deben ser ademas tareas transformadoras sociales rod
";0.9452
"rt posmedunisabana brechas curriculo formal curriculo oculto dr eduardo diaz amado 4to simposio bioetica unisabana h
";0.94455
"rt economiauandes documentocede no36 school choice nash implementation of stable match through rankpriority mechanisms labelurl
";0.94259
"problema drogas cambiado cultivos parte industrial comercializacion vice mindefensa anibal fernandez soto foroungasscol
";0.94239
"rt eicea envoltorios berenjena plato hoy preparo chef carlos gaviria filbo2017 colombia gastronomiaunisabana http
";0.94238
"rt julianhuertasc great talk about internationallaw climatechange the parisagreement maestriaderintl unisabana august 10 1pm h
";0.94235
"orgullouniandes andes subio 16 puestos rank global qs hace parte top 1 universidades mundo labelurl
";0.94233
"andes subio 33 posiciones rank merco 100 mejores empresas colombia ocupa puesto 16 labelurl
";0.94232
"rt oaduniandes enlamemoria eduardo alvarez correa 19321997 destacado pedagogo profesores mas queridos uniandes http
";0.94228
"erradicacion resistencia social mas dificil manejar armada vice mindefensa anibal fernandez soto foroungasscol
";0.94228
"rt oaduniandes enlamemoria jorge zapp glauser colombo aleman profesor dpto ingeneria mecanica inguniandes uniandes labelurl
";0.94225
"hoy propone van der hammen 700 1400 hectareas vuelvan parte reserva publica enriquepenalosa
";0.94225
"carrera 10 5k uniandes quiere crear beca deportistas labelurl mepongolostenis inscribete apoya idrd delta
";0.9421
"rt ccoceano calm juan manuel soltau secretario ejecutivo ccoceano habla apropiacion territorio coloquio seaflower
";0.94208
"cada ano 8 millones toneladas desecho van mar vivimos mundo lleno basura karla barrientos labelurl
";0.94204
"rt jrestrp bienvenidos profesores andreas von hirsch klaus gunther jornadas intnales derecho penal urosarionews labelurl
";0.94203
"rt cpoliticasus hora prof rodriguez iturbe presenta libro gatos pardos stand unisabana filbogota htt
";0.94197
"rt comsabana cada vez falta menos tiempo primer viaje trenusabana haga realidad rumbo unisabana labelurl
";0.94193
"rt comsabana colombia alta cocina provoca hastio genera ninguna emocion igmedna ahora eicea unisabana
";0.94193
