;Topico3
"rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at uniandes investigacionesparalap
";0.96025
"rt lolygaitan happy with our contribution ulfthoene to the book on adelpacifico that will be publish as part of university serie
";0.96014
"rt iptigeneva i dont know any trump supporter but look at the poll we be disconnect from constituencies tpaffenholz at uniandes
";0.95824
"rt ccykcolombia colombia be one the sponsor at partnersamerica luncheon today dont the opportunity to know more about colombia
";0.95603
"rt sandracortesi honor to be speak today at uniandes about the challenge and opportunities youth face online youthandmedia resp
";0.95599
"rt meltsdlonline unisabana 37 years old reshape itself every single day to provide our students education of quality labelurl
";0.95363
"rt arqposgrado day 2 ws mobility infrastructure and house marq uniandes march house and urbanism aa london site visit labelurl
";0.95358
"how to adapt the social model in the age of polarization jeanolivier hairault paris school of economics labelurl
";0.95345
"rt iptigeneva academics need to make special effort to transfer knowledge to policy actors tpaffenholz at uniandes labelurl
";0.95093
"pronto andiamo in italia il corso global wine market trend and strategies piacenza ucscint unicatt eicea labelurl
";0.95084
"ask be our new academic study center in english all you have to do be ask labelurl labelurl
";0.95069
"celebracion mes financiero cine foro proyeccion pelicula too big to fail 500 pm bloque 26 piso labelurl
";0.95058
"celebracion mes financiero cine foro proyeccion pelicula too big to fail 500 pm bloque 26 piso labelurl
";0.95058
"rt masterselt communities of practice 13th research symposium hold unisabana along with uelbosque connect elt research labelurl
";0.94785
"rt biomedcentral the role of light in chagas disease infection risk in colombia research from uniandes labelurl
";0.94782
"rt biomedcentral from acclimation to adaptation the plastic life of caribbean soft coral by biommar labelurl unian
";0.9478
"rt admonuniandes we send regard to thenegotiationchallenge eadabusiness team we will meet in bogota next week labelurl
";0.94772
"rt comsabana momentos crisis actuar prisa clave cuanto mas tiempo pasa mas dana reputacion ycierva jorn
";0.94748
"rt luisfermartin felices 37anosunisabana orgulloso alma mater casi cuatro decadas trabajo bien hecho larga vida unisab
";0.9474
"bogota hoy 26 millones viviendas necesario construir 27 millones viviendas mas proximos 40 anos enriquepenalosa
";0.94717
"brigittelgb maravillosa noticia 2 nuevas especies chucha ciencia gracias juan fdo diaz eafit colombia celebra simbolo
";0.94714
"rt iptigeneva tpaffenholz about peace workshops too often we preach to the convert uniandes labelurl investigaci
";0.94439
"rt meltsdlonline residentialsessions time to get to know our unisabana principles with vera acero bienestarsabana labelurl
";0.9442
"definir deberia ir metro funcionario idu dijo puede utilizar ningun corredor vaya tm ep
";0.94415
"rt cartercenter congratulations to our new rosalynn carter mental health journalism fellows from colombia labelurl unisa
";0.94415
"rt apgguzman unisabana bur2017 bur2017 acreditados mas 250 asistentes 23 paises 39 instituciones universidades pamplo
";0.94415
"rt uscooficial usco invita lanzamiento nuevo libro winston morales chavarro literato huilense neiva julio 14 labelurl
";0.94409
"rt unisabanaradio vaya dejar tren recuerden manana sale gran estacion 535 be unisabana voyentren htt
";0.94407
"rt estebanh perdon reconciliacion adaptacion 3 procesos fundamentales ninos reinsertados neila diaz psicologa dir esp educa
";0.94403
"empleos demandan mas habilidades socioemocionales tambien demandan mas habilidades cognitivas pablo sanguinetti agendacaf red2016
";0.94398
"rt cesaedu proyecciones estiman mas 2 millones personas residiran mas alla puentedelcomun 2050 rector unisabana univ
";0.94396
"rt uniandesicya feria colegios uniandes salon ml 514 charla ing ambiental natalia franco ingenieria ambiental
";0.94396
"unisabana buscara tener mas profesores planta doctorado proceso avanza manera segura hace varios anos
";0.94395
"gracias directivos alumnos profesores egresados hicieron posible sueno alberto rodriguez 20 anos ingenieria procesos
";0.94391
"rt comfama reparaciones deberian tener mision puramente correctivas deben ser ademas tareas transformadoras sociales rod
";0.94374
"rt lselacc academia vital role in colombia peace process say fpanizza lsegovernment gvargas govargas uniandes labelurl
";0.94368
"rt apgguzman aqui comsabana hace gala 45 anos labor hoy cartagena iamcr2017 cartagena once profesores
";0.94357
"rt julianhuertasc great talk about internationallaw climatechange the parisagreement maestriaderintl unisabana august 10 1pm h
";0.94039
"rt economiauandes documentocede no36 school choice nash implementation of stable match through rankpriority mechanisms labelurl
";0.94033
"rt eicea envoltorios berenjena plato hoy preparo chef carlos gaviria filbo2017 colombia gastronomiaunisabana http
";0.94029
"cada ano 8 millones toneladas desecho van mar vivimos mundo lleno basura karla barrientos labelurl
";0.94027
"rt oaduniandes enlamemoria jorge zapp glauser colombo aleman profesor dpto ingeneria mecanica inguniandes uniandes labelurl
";0.94024
"andes subio 33 posiciones rank merco 100 mejores empresas colombia ocupa puesto 16 labelurl
";0.9402
"leon cardona nacio yolombo 10 agosto 1927 compositor director interprete cuenta 130 obras labelurl
";0.94016
"rt oaduniandes enlamemoria eduardo alvarez correa 19321997 destacado pedagogo profesores mas queridos uniandes http
";0.94016
"rt comsabana colombia alta cocina provoca hastio genera ninguna emocion igmedna ahora eicea unisabana
";0.94015
"rt ccoceano calm juan manuel soltau secretario ejecutivo ccoceano habla apropiacion territorio coloquio seaflower
";0.94015
"carrera 10 5k uniandes quiere crear beca deportistas labelurl mepongolostenis inscribete apoya idrd delta
";0.94012
"cobrar mas viven mas lejos castigar mas pobres acabo cobro adicional transbordo enriquepenalosa
";0.94009
"rt oaduniandes posesion alberto lleras camargo rector uniandes acompanado borges borges30anos 1961german tellez http
";0.94004
"eafit invita descargar app turno facil tiempos matricula podran aprovechar tiempo mientras espe labelurl
";0.94
"eafit invita descargar app turno facil tiempos matricula podran aprovechar tiempo mientras espe labelurl
";0.94
"momento politico confusion crisis podamos superarlo mejor manera posible traves palabra concertacion cv
";0.94
"eafit invita descargar app turno facil tiempos matricula podran aprovechar tiempo mientras espe labelurl
";0.94
"eafit invita descargar app turno facil tiempos matricula podran aprovechar tiempo mientras espe labelurl
";0.94
"eafit invita descargar app turno facil tiempos matricula podran aprovechar tiempo mientras espe labelurl
";0.94
"eafit junto gran poeta nadaista jaime jaramillo celebraran 85 anos autor poemas ofensa labelurl
";0.93999
"clase media mayor pobres 32 vs 28 convirtiendo indices economicos mas altos bancomundial labelurl
";0.93995
"rt apgguzman campus escala humana reto grande unisabana albergara aspiraciones solucionara necesidades dice obd
";0.9399
"abogado rosarista recibio colombia transport aviation lawyer of the year conoce mas historia labelurl
";0.93989
"rt jrestrp hoy hace 363 anos historia urosarionews reitera mas fuerza compromiso aportarle nacionlabelurl
";0.93985
"lider bogota pueda decir dado cien mil pesos comprar gaseosa reunion enrique penalosa
";0.93979
"hoy sera recordado dia 117 guerrilleros entregaron armas carlos alfonso velasquez via eltiempo labelurl
";0.93979
"rt derechousabana jorge ivan cuervo acompana foro contrast plebiscito si unisabana elespectador cpoliticasus ht
";0.93974
"rt usingenieria carlos mario montes jefe exito academico unisabana habla estrategias graduacion oportuna ser
";0.93968
"rt biologiaeafit paula figueroa alexandra catano primeras estud biologiaeafit sustentan trabajo grado diahistorico
";0.93574
"sundaymorning happy we be ready go colombia vamos usingenieria unisabana shellecomarathon shellecomar labelurl
";0.93571
"orgulloun do paisas primeras colombianas nado sincronizado rio2016 labelurl unmedellin udea via eltiempo
";0.9357
"foro contrabandodecigarrillo colombia presenta precios mas bajos paquete latinoamerica nigar nargis americancancer
";0.93568
"rt usembassybogota mision promesacontinua2017 realizara trabajo humanitario proveera cuidado medico dental veterinario juntosp
";0.93568
"libro chef gaviria acaba ser galardonado mejor mundo gourmand world cookbook award labelurl
";0.93568
"rt usembassybogota mision promesacontinua2017 realizara trabajo humanitario proveera cuidado medico dental veterinario juntosporl
";0.93568
"rt upbcolombia decalogo sosporelaire distancias medianas deben recorrerse vehiculos motorizados pues contaminan menos
";0.93567
"noticiaun edificio matematicas recibe nombre yu takecuhi homenaje maestro fisico labelurl via unimedios
";0.93566
"rt urosarioradio 39 mil millones pesos dpto cordoba sabe estan cgrcolombia edgardo maya labelurl
";0.93565
"rt bienestarsabana hoy equipo rugby partio pereira representar unisabana juegos universitarios nacionales much
";0.93562
"noticiaun motivos sentir orgulloun mas 50 invenciones tecnologicas ano produce labelurl via unimedios
";0.93562
"rt hernanolano primer nivel foro precedente icesi unisabana derechousabana sofaunisabana trenusabana alumnisabana ap labelurl
";0.93562
"rt urosarioradio opinionespoderosasur inicia 2da temporada invitado lujo cgrcolombia sr contralor edgardo maya labelurl
";0.93561
"rt mineducacion nochedelosmejores entrega distincion andres bello reconoce puntajes mas altos pruebas sabe
";0.93559
"rt memoriauniandes ayeryhoy estudiantes profesores convirtieron estatua san alberto magno elementos mas representa
";0.93559
"hablamos mitos leyendas agueros hacen parte folclor estan asociados medio ambiente vallenato
";0.93559
"rt mineducacion nochedelosmejores entrega distincion andres bello reconoce puntajes mas altos pruebas sabe
";0.93559
"uniandesenfilbo2017 visite estand 502 pabellon 3 segundo piso fotos alejandro gomez nino direcc labelurl
";0.93558
"andes subio 16 puestos escalafon global qs hace parte 1 superior universidades mundo labelurl
";0.93556
"andes subio 16 puestos escalafon global qs hace parte 1 superior universidades mundo labelurl
";0.93556
"andes subio 16 puestos escalafon global qs hace parte 1 superior universidades mundo labelurl
";0.93556
"medio crisis esperanza queda luz sale gente joven doctor benjamin rodriguez iturbe labelurl
";0.93556
"andes subio 16 puestos escalafon global qs hace parte 1 superior universidades mundo labelurl
";0.93556
"rt endirectosabana endirecto96 llego edicion 96 directo entramos circulacion cargados buenas historias leala96
";0.93556
"andes subio 16 puestos escalafon global qs hace parte 1 superior universidades mundo labelurl
";0.93556
"andes subio 16 puestos escalafon global qs hace parte 1 superior universidades mundo labelurl
";0.93556
"rt danielpa partimos mocoa compromiso uniandes colombia uniandesicya inguniandes behrentz uniandinos juanfcorreal ricardoca
";0.93555
"tan facil va ser resocializacion menores farc neila diaz psicosabana1 via eltiempo labelurl
";0.93554
"rt sosuniandes today be the last day of conference in isdrs2017 isdrsociety uniandes
";0.93554
"rt fcompartircol gracias aliados ano tras anos premiocompartir hace posible finalistas 2017 http
";0.93552
"chef carlos gaviria profesor gastronomia eicea presenta hoy libro comida colombiana filbo2017 labelurl
";0.93552
"rt inguniandes casos exitosos implant corazon artificial viii sem ingenieria biomedica bio uniandes labelurl
";0.93552
"rt jeronimorivera manana tendre invitada lujo direcciondeactores unisabana buena amiga gran actriz estradaactriz1
";0.93551
"unisabana universidad privada mejor reputacion pais segun rank merco 2016 via canalcapital labelurl
";0.9355
"escucha donkristobal the warriors concierto ser pilo paga universidad ces 6 octubre 100 p labelurl
";0.9355
"unisabana universidad privada mejor reputacion pais segun rank merco 2016 via canalcapital labelurl
";0.9355
"tan facil va ser resocializacion menores farc analisis neila diaz via eltiempo labelurl
";0.9355
"rt chechecifuentes almorzando yarumal tierra natal ilustre octavio arismendi qepd ex gobantioquia fundadore
";0.9355
"uniandes quiere consolidar beca deportiva inscribete carrera 10 5k labelurl mepongolostenis bogota mincultura
";0.93549
"rt ccykcolombia lasabanaabroad unisabana present the opportunities for collaboration with northern illinois university labelurl
";0.93548
"rt oaduniandes enlamemoria arturo infante villarerreal der rector uniandes periodo 19852005 inventario 001101 labelurl
";0.93546
"rt urosarioradio cuantos libros lees ano colombia paises indices mas bajos lectura enterate
";0.93546
"rt oaduniandes enlamemoria bertha eugenia laserna brando secretaria general facultad ingenieria inguniandes uniandes
";0.93543
"constitucion 91 incluyo contexto declara pertenece mundo cabemos habla conflicto clara atehortua
";0.93543
"gastronomia chef carlos gaviria profesor eicea presenta obra tecnicas profesionales cocina colombiana labelurl
";0.93542
"kathryn clifton recomienda usar google adwords identificar palabras clave hagan atractivos titulos labelurl
";0.93542
"rt comsabana gran lucha redaccion elespectador pensar multimedia sola vez fidelcanoco habla 2periodi
";0.93542
"ies lider pais alcanzando posicion 254 nivel mundial rank qs somosorgulloun topunis labelurl
";0.93541
"23 25 noviembre estan invitados conferencia mes2016 acceso universal energia america latin labelurl
";0.9354
"despues 10 anos marisa martins regresa cautivar publico lirica voz junto sinfonicaeafit labelurl
";0.9354
"rt memoriauniandes ayeryhoy nuevo bloque c edificio facultad arquituniandes throwbackthursday logro mas uniandes ht
";0.9354
"hoy 57anoseafit tambien homenajeamos empleados docentes administrativos cumplen 10 15 20 25 labelurl
";0.9354
"23 25 noviembre estan invitados conferencia mes2016 acceso universal energia america latin labelurl
";0.9354
"23 25 noviembre estan invitados conferencia mes2016 acceso universal energia america latin labelurl
";0.9354
"hoy celebramos dia bacteriologo conmemoracion natalicio doctor federico lleras acosta gracias to labelurl
";0.93539
"rt inguniandes manana 21 abril tres grandes conferencias nuevas tecnologias semanasistemasieee 2016 uniandes labelurl
";0.93537
"rt apgguzman 100 kg asientos ergonomicos alta resistencia mibicipostobon entregan 90 estudiantes unisabana labelurl
";0.93536
"rt oaduniandes ayeryhoy vista bloque g edificio roberto franco honor primer rector uniandes throwbackthursday labelurl
";0.93536
"rt oaduniandes enlamemoria maestro sergio acevedo gomez integrante coro uniandes anos 60 culturauniandes labelurl
";0.93535
"rt usembassybogota carolina serrano unisabana presenta buenas practicas beca 100kstrongamericas niulive nafsa16 ht
";0.93535
"rt eicea felices paris aprendiendo ieseg school of management cursodeverano international fashion business labelurl
";0.93534
"rt vmanriquezul solo guajira crisis alimentaria afirma contralor general foro universidad rosario urosarionews
";0.93534
"rt uniandinosiempr colombia necesitamos liderazgo servicio oportunidad contribuir hoy frank pearl invitado gr
";0.93533
"rt economiauandes fotos hackathon desarrollo soluciones cognitivas datos abiertos gobierno dnpcolombia ibmcolombia inf
";0.93532
"aun saben estudiar estudiantes 10 11 12 26 27 abril invitamos experienciaeafit labelurl
";0.9353
"obdulio habla revistasemana serpilopaga mas palo programa ser pilo paga labelurl educacion colombia
";0.9353
"interesante articulo rector uncolombia mantillaignacio tiempo implementar grado 12 unimedios via elespectador
";0.93529
"hace imperativo consumo droga aborde perspectiva salud publica bo mathiasen unodc foroungasscol
";0.93528
"rt clinunisabana participa zona libre trombosis 28 noviembre 10 manana esperamos salud prevencion
";0.93523
"rt serpilopaga potencial pilo recuerda si credito condonable preseleccionado debes seguir pasos serpilopaga labelurl
";0.93523
"rt labatyfilms seleccion oficial fiafest videoclip tiempo extra alla vamos bogota comsabana unisabana labelurl
";0.93522
"jaime jaramillo poemas rio cauca amanecer espanol eafit poesia lector culto tambie labelurl
";0.93519
"rt comsabana sigabienpueda recuerden antiguo semaforo ahora nombre distinto nuevo sistema siga unisabana
";0.93518
"rt editorialur hoy termina filbo2017 libros destacados debes ir buscar descuentos especiales lee
";0.93516
"rt maesaludydiscap viernes plazo hacer parte programa unisabana si aun dudas escribenos ht
";0.93516
"rt editorialur libros 10 mejores libros academicos 2016 elespectador conozca top 10 aqui labelurl
";0.93516
"salud cundinamarca observatorio sabana centro vamos preocupan casos embarazo adolescente labelurl via rcnradio
";0.93512
"rt comsabana acaba arrancar trenusabana rumbo unisabana tiempo estimado recorrido unisabana 59 minutos labelurl
";0.93507
