;Topico3
"rt iptigeneva experience tell us when people do not own process it be hard to sell the peace agreement tpaffenholz uniandes invest
";0.96529
"rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at uniandes investigacionesparalap
";0.96391
"rt lolygaitan happy with our contribution ulfthoene to the book on adelpacifico that will be publish as part of university serie
";0.96202
"rt iptigeneva i dont know any trump supporter but look at the poll we be disconnect from constituencies tpaffenholz at uniandes
";0.96172
"rt ccykcolombia colombia be one the sponsor at partnersamerica luncheon today dont the opportunity to know more about colombia
";0.96001
"rt sandracortesi honor to be speak today at uniandes about the challenge and opportunities youth face online youthandmedia resp
";0.95969
"rt meltsdlonline unisabana 37 years old reshape itself every single day to provide our students education of quality labelurl
";0.95783
"rt andrecdalmeida uniandes imagine the future of education for sdgs with 32 universities from 22 countries unsdsn columbiampadp
";0.95746
"rt arqposgrado day 2 ws mobility infrastructure and house marq uniandes march house and urbanism aa london site visit labelurl
";0.9574
"hoyeneafit celebracion mes financiero cine foro proyeccion pelicula too big to fail 500 pm bloque 26 piso 7
";0.95723
"rt economiauandes documentocede no19 form state through land reform policy the dynamics of baldio allocation in peripheral http
";0.95701
"rt iptigeneva academics need to make special effort to transfer knowledge to policy actors tpaffenholz at uniandes labelurl
";0.95556
"pronto andiamo in italia il corso global wine market trend and strategies piacenza ucscint unicatt eicea labelurl
";0.95524
"celebracion mes financiero cine foro proyeccion pelicula too big to fail 500 pm bloque 26 piso labelurl
";0.95471
"celebracion mes financiero cine foro proyeccion pelicula too big to fail 500 pm bloque 26 piso labelurl
";0.95471
"ask be our new academic study center in english all you have to do be ask labelurl labelurl
";0.95459
"rt masterselt communities of practice 13th research symposium hold unisabana along with uelbosque connect elt research labelurl
";0.95283
"rt biomedcentral the role of light in chagas disease infection risk in colombia research from uniandes labelurl
";0.95242
"manana celebracion mes financiero cine foro proyeccion pelicula too big to fail 500 pm bloque labelurl
";0.9519
"rt admonuniandes we send regard to thenegotiationchallenge eadabusiness team we will meet in bogota next week labelurl
";0.95183
"rt urosarioradio hoy estrenamos conteo musical universitario mas destacado urdel10al1 dias 10am hoy dj luird http
";0.95177
"celebracion mes financiero cine foro proyeccion pelicula the big short 500 pm bloque 26 piso 7 labelurl
";0.95175
"celebracion mes financiero cine foro proyeccion pelicula the big short 500 pm bloque 26 piso 7 labelurl
";0.95175
"rt unisabanaradio aire werockus hablando albumes cumplen 50 anos historia sgt pepper lonely heart club band
";0.9516
"rt colombiapurdue peter s maria eafit universidadeia cofounder use colombiapurdue relationships to boost education in colombia ht
";0.95102
"rt almorsal iesebs listen to refreeman and cbsuite enjoy the symposium ethicsiese represent inalde and unisabana labelurl
";0.95041
"rt iptigeneva tpaffenholz about peace workshops too often we preach to the convert uniandes labelurl investigaci
";0.94962
"rt comsabana momentos crisis actuar prisa clave cuanto mas tiempo pasa mas dana reputacion ycierva jorn
";0.94952
"hoyeneafit concierto gratuito eva zollner 28 octubre auditorio fundadores 730 pm entrada libre bo labelurl
";0.94938
"rt unisabana asi ve monoplaza disenado estudiantes usingenieria shell make the future detroit 2017 flickr labelurl
";0.94926
"my best rts this week come from forossemana vriun dibun thanksall who be yours labelurl labelurl
";0.94923
"rt jsmcdougald master in masterselt unisabana get ready for new academic year all the best labelurl
";0.94915
"my best rts this week come from blogdelanacho diegofhl dibun thanksall who be yours labelurl labelurl
";0.94904
"va corrido ano llegado 100 toneladas droga incautada vice mindefensa anibal fernandez soto foroungasscol
";0.94904
"rt uscooficial usco invita lanzamiento nuevo libro winston morales chavarro literato huilense neiva julio 14 labelurl
";0.94901
"rt uniandesicya feria colegios uniandes salon ml 514 charla ing ambiental natalia franco ingenieria ambiental
";0.94877
"hoyeneafit celebracion mes financiero cine foro proyeccion pelicula the big short 500 pm bloqu labelurl
";0.94875
"si aprendes cada dia quedas parado quedas atras mario tascon charla dircom unisabana equ labelurl
";0.94864
