;Topico2
"feliz noche comunidadun deseamos gran final ano 2015 comienzo 2016 lleno mejor somosun uncolombia
";0.94426
"dublin institute of technology centenary scholarship programme for more information please visit our website labelurl
";0.94415
"nueva aproximacion problema drogas enfoque ambiental salud publica vice mindefensa anibal fernandez soto foroungasscol
";0.94403
"universo academico debe esforzarse siempre formar sociedades quieran hacer mundo mejor adela cortina integridadeafit
";0.94401
"rt fisicauniandes estan invitados coloquio evento third andean school on nuclear physics 2428 julio 2017 labelurl
";0.94391
"the complexities of truth tell for trust reintegration and peace seminario internacional desafios paz labelurl
";0.94376
"rt obsdemocracia sondeovirtual farc ahora armas deben recibir garantias gob participar politica vote aqui http
";0.94367
"feliz noche comunidadun terminemos miercoles mejor actitud tener gran resto semana sedesun uncolombia
";0.94038
"comunidadun terminemos dia mejor actitud toda buena energia tener excelente semana feliznoche unparatodos
";0.94036
"feliz noche comunidadun deseamos gran viernes feliz fin semana lunes esperamos mas unparatodos
";0.94034
"zamir0290 buenos dias favor envianos datos contacto mensaje interno atender solicitud gracias atencion
";0.9403
"imaginan ganado si 50000 votos estaria incendiado pais tan inteligente mando mensaje contrario
";0.94025
"buenos dias unparatodos gracias nuevos seguidores ser parte gran comunidadun somosun felizmartes unal
";0.94013
"felizmartes buenos dias unparatodos gracias nuevos seguidores hacer parte gran comunidadun somosun unal
";0.94013
"si facebook paispor cantidad usuariosseria mas grande china india tallerdelideres socialmedia rede ramiroparias
";0.9401
"rt bienestarsabana espacios libres humo estan senalizados encuentren mal parado respiremos aire mas pu
";0.94006
"siempre riesgo ser desplazados ahora consumidores adquieren servicios activos mauricio carreno gedigital haceb
";0.9399
"finalicemos gran semana videos unparatodos youtube canal oficial uncolombia labelurl feliz fin semana
";0.93587
"comienza dia descargando aplicacion circularun celular enterate actividades unparatodos disponible ios android
";0.93584
"feliz comienzo viernes comunidadun deseamos gran dia mejor fin semana unparatodos uncolombia labelurl
";0.93584
"comunidadun terminemos semana mejor actitud tener gran fin semana lunes mas unparatodos
";0.9358
"preguntaron carl langebaek vicerrector academico si disminuira carga academica periodos ocho seman labelurl
";0.93577
"buenos dias comunidadun bienvenidos nuevo dia uncolombia deseamos gran dia felizjueves unparatodos
";0.93575
"buenos dias comunidadun deseamos felizjueves toda energia tener gran dia universidad somosun
";0.93574
"feliz martes comunidadun hoy mejor actitud tener mejor dias somosun orgulloun unparatodos
";0.93574
"feliz martes comunidadun hoy mejor actitud tener mejor dias somosun orgulloun unparatodos
";0.93574
"comunidadun feliz miercoles deseamos excelente dia mejor energia hoy resto semana somosun
";0.93573
"lauhcortes buenos dias caso dudas inconvenientes plataforma puedes comunicarte 4225321 ext 3333
";0.93565
"senal encuentra ubicada metros obra semana pasada coninsa ramon h instalo pasacalles informacion 5
";0.93556
"linagira revistasemana edcouniandes buenos dias mooc gratuitos plataforma cobra obtencion certificado final
";0.93555
"culturaun medellin urbes horas climas nueva exposicion biblioteca efe gomez unmedellin labelurl unimedios
";0.93554
"rt antvisible cordial saludo invitamos participar iii foro seguimiento legislativo herramienta rendicion cuenta
";0.93551
"comunidadun vas salir oficina casa mas 1 hora recuerda apagar computador luces ahorraun
";0.93541
"si propone redactar documento mas confuso comunicado 69 habana consigue guillermobotero fenalconacional
";0.93535
"rt grupoargos tourtuitero filial cementosargos cuenta equipos alto valor analitico diseno nuevos productos
";0.93531
"enfoque salud publica mas profundo tratamiento personas consumen drogas franciscocumsi1 cicadoea foroungasscol
";0.9353
"si partir fracturar volver rearmarnos mejor momento ma paulina baena pulla elespectador
";0.9353
"rt seceducacionant guatape ceja cisneros puerto triunfo santo domingo donmatias formacion escuelas eafit labelurl
";0.93524
"laespira saludos lamentamos error mensaje anterior efectivamente evento jueves 27 gracias contactarnos
";0.93511
"fotounisabana gracias grupo gimnasio yumana aspaen neiva visito hoy universidad vuelvan pronto labelurl
";0.93506
"emisoraudea ciencia cultura educacion temas permiten construir paz pais mauricioalviar lanzamiento ncciberoa
";0.93505
"recuerda programarte eventos uncolombia descargando aplicacion circularun feliz fin semana comunidadun
";0.93052
"comunidadun recuerda descargar aplicacion circularun programate eventos actividades unparatodos ios android
";0.93052
"noche dejamos consejos expresatebien comunicate mejor campanaun labelurl feliz noche feliz viernes
";0.93051
"buenos dias comunidadun felizlunes deseamos mejor dias excelente semana vacaciones somosun
";0.9305
"comunidadun programate actividades eventos uncolombia ano descargando app circularun feliz noche
";0.9305
"comunidadun recuerda programarte actividades eventos academicos culturales uncolombia descargando app circularun
";0.93049
"ingresa circularun programate asistir actividades eventos unparatodos feliz fin semana comunidadun
";0.93049
"terminar dia recordemos tener cuenta consejos expresatebien comunicate mejor labelurl feliz noche
";0.93047
"comunidadun terminemos lunes mejor actitud tener gran semana fin ano feliznoche labelurl
";0.93045
"comunidadun despues gran fin semana deseamos mejor tener gran dia felizmartes labelurl
";0.93044
"terminar lunes musica unradio nueva aplicacion disponible ios android feliz noche labelurl
";0.93044
"buenos dias comunidadun deseamos gran jueves hoy dia sentir orgulloun labelurl somosun
";0.93042
"comunidadun aproxima semana camilo torres restrepo encuentra aqui programacion asiste labelurl vriun
";0.93041
"terminar dia invitamos conocer prototipo impresora braille unmedellin video labelurl feliz noche
";0.9304
