;Topico0
"rt iptigeneva organize citizen forums all over colombia could give new ownership of the peace process tpaffenholz uniandes invest
";0.95831
"rt ascun1 consejo directivo ascun participacion rectores ies asociadas presidente ascun dr adolfo leon atehortua http
";0.95036
"usted sabe gano bogota bosa ciudad bolivar usme ahi viven victimas mensaje manda francisco santos
";0.94945
"rt wenrosal felicitaciones drs fernando lizcano luz indira sotelo dusko kalenatic grandes investigadores acaciencia colciencias
";0.94914
"creo eln quiera negociar presidente tampoco creo presidente aliento carlos velandia gestor paz eln
";0.9488
"rt maestriaderintl conversatorio climate change after the paris agreement where next annalisa savaressi icetex unisabana labelurl
";0.94838
"transformacion debe generar oportunidades crear mundo mejor generar aporte sociedad mauricio carreno gedigital haceb
";0.94825
"rt derechousabana reciente publicacion diana maria gomez salas amigas lactancia realidad pais eltiempo unisabana ht
";0.94796
"oigan paso primera vez santos uribe timochenko hablan mismo lenguaje parece importante francisco santos
";0.94695
"voto domingo distinto tomar decision pais relacionada guerra paz carlos velandia gestor paz eln
";0.94686
"rt educaunisabana olga castiblancoana florido diana pulido junto profesor asesor johnalba25 presentan poster unisabana http
";0.94649
"rt noticiasrcn colombia ocupa cuarto puesto concepto salario minimo mas bajo latinoamerica segun estudio unisabana labelurl
";0.94625
"lina quesada recibira premio hewitt william boright hewitt maybelle ellen ball hewitt excelenciauniandes labelurl
";0.94619
"lina quesada recibira premio hewitt william boright hewitt maybelle ellen ball hewitt excelenciauniandes labelurl
";0.94619
"lina quesada recibira premio hewitt william boright hewitt maybelle ellen ball hewitt excelenciauniandes labelurl
";0.94619
"rt economiauandes documentocede no36 school choice nash implementation of stable match through rankpriority mechanisms labelurl
";0.94542
"seguramente orden parecida ejercito habran recibido huestes camarada timochenko carlos velandia gestor eln
";0.94539
"rt mauriciocard maria fernanda sanchez santiago neira estudiantes economia 5 6 semestre ejemplos apoyar beca quieroestu
";0.94538
"nicolas santos apoya carrera 10k uniandes busca consolidar beca deportiva unete apoya labelurl mepongolostenis
";0.94519
"rt facisouniandes hoy tendra lugar evento whats next for colombia reconciliation and peacebuilding transmision vivo labelurl
";0.94517
"invito ayuden construir podemos seguir culpandonos pase pagina trabajo tender puentes francisco santos
";0.94509
"rt niulive unisabana students join niuceet students for intensive industrial systems engineer summer course labelurl
";0.94476
"rt niulive unisabana students join niuceet students for intensive industrial systems engineer summer course labelurl
";0.94476
"lideres opinion estan logrando cambiar opinion centros educativos siguen escindidos realidad nicolas montero
";0.94467
"ser victima matoneo mundo real incrementa 10 posibilidades serlo rede sociales sandracortesi respetoenredes
";0.9445
"golpe poder adquisitivo reforma tributaria ana maria olaya profesora eicea via revista dinero labelurl
";0.94447
"golpe poder adquisitivo reforma tributaria ana maria olaya profesora eicea via revista dinero labelurl
";0.94447
"seminar spectral and spatial analysis of vegetation traits and ecosystem process pierdas presentacion labelurl
";0.94446
"encuentro ingenio innovacion usingenieria pensar diferente ser creativo ir mas alla conocido edgar labelurl
";0.94438
"gladys agudelo rectora ie fundacion celia duque abejorral agradece eafit oportunidad da estudiantes
";0.94429
"eln critico aspero acuerdo firmado presidente santos guerrilla farc carlos velandia gestor eln
";0.94424
"ustedes viven estrato 87 recorri ciudad eleccion manda dosis humildad grande francisco santos
";0.9441
"rt arquituniandes firma convenio uniandes politecnico torino permite doble titulo ntra maestria arquitectura ht
";0.94398
"circunstancias tiro borracho puede modificar manera dramatica proceso carlos velandia gestor paz eln
";0.94394
"presidente quedado atado pies manos decision tomado pais carlos velandia gestor paz eln
";0.94373
"rt danecolombia usuarios centro datos eafit podran acceder servidores dane consultar info especializada microdatos
";0.94368
"siempre riesgo ser desplazados ahora consumidores adquieren servicios activos mauricio carreno gedigital haceb
";0.94358
"adivinen cuantos concejales bogota viven ciudad bolivar cero desconexion elector elegido francisco santos
";0.9434
"rt profebarreto estudiantes maestria pedagogia ext guajira unisabana organizan primer coloquio departamental docencia pa
";0.94328
"rt jrestrp primera vez urosario presente rank mundial universidades importante avance seguir mejorando siempre
";0.94327
"rt educaunisabana inicia primera catedra abierta 20172 conferencia dra angelica satiro educacioninfantil unisabana htt
";0.94298
"rt anicolombia hoy anicolombia uniandes realizan 4to premio nacional interventoria 2do premio gestion supervi
";0.94238
"entiendo peligros veo vaso medio lleno mandaron mensaje absolutamente claro ciudadanos francisco santos
";0.94237
"politicos pusieron peso pusieron teja zinc bulto cemento expreso opinion francisco santos
";0.94182
"rt opusdeicolombia carta prelado 31 enero 2017 labelurl primera carta mons fernando ocariz fieles opus
";0.94177
"rt mediuniandes medicos uniandinos mejores pruebas saber pro pais mediuniandes fsfbsalud uniandinosiempr uniandes labelurl
";0.94152
"rt bibliosabana unisabana olvides velada literaria hoy si fan harrypotter va encantar bienestarsabana htt
";0.9413
"rt jrestrp felicitaciones cristina pardo egresada profesora urosarionews eleccion magistrada corte constitucional orgu
";0.94118
"rt cespedeslinam magistrado consejo francia facultad jurisprudencia urosarionews catedra inaugural especializacion derecho ad
";0.94112
"rt sfcsupervisor informacion cierta suficiente clara oportuna consumidores tomen decisiones adecuadas superfinanciero eafi
";0.9411
"nefastos numeros paro camionero ana maria olaya eicea via eltiempo labelurl colombia parocamionero
";0.94102
"crecimientoverde mas union comunidades cientifica generadora politicas mejor mitigacion cambio climatico loboguerrero
";0.94101
"rt medicinasabana anocolombiafrancia colfra2017 memorando entendimiento universidad pierre et marie curiesorbona paris vi
";0.94099
"rt fcardioinfantil acuerdo permitira estudiantes medicina pongan practica conocimientos dr santiago cabrera urosa
";0.94088
"va mas humanismo mas sensible piensa solo terminos matematicos maria clara aristizabal
";0.94087
"unico creia iba ganar partido incluyendo alvaro uribe francisco santos exvicepresidente colombia
";0.94084
"rt innpulsacol implementamos metodologia rede uniandes pilar metodologia produccion mas limpia aprender haciendo
";0.94083
"rt ministeriotic conectese siga vivo panel conductas estudiantes rede sociales uniandes respetoenredes ht
";0.9406
"rt ministeriotic conectese siga vivo panel conductas estudiantes rede sociales uniandes respetoenredes ht
";0.9406
"eln inclinaria mas caminos mas explicitos participacion comunidades lideres sociales carlos velandia
";0.94058
"rt uis orgullouis centro colombiano computacion avanzada iniciara labor universidad apoyado uniandes minister
";0.94054
"rt posmedunisabana firma memorando entendimiento universidad pierre et marie curiesorbona paris vi universidad l
";0.94052
"rt juancmartinez lanzamiento libro estudios derecho consumo homenaje alvaro mendoza ramirez aporte regimen jurid
";0.94039
"rt congresovisible diadelamujer datos clave percepcion roles genero colombia trabajo mujeres congresistas htt
";0.94037
"aun tal proceso totalmente atipico mundo parezca carlos velandia gestor paz eln
";0.94037
"rt cancilleriaur jeroen roodenburg embajador reino paises bajos colombia urosarionews explorando proximas colaborac
";0.94036
"rt derechousabana ii jornadas internacionales propiedad intelectual cedepi cordobamarentes juancmartinez unisabana comsabana ht
";0.94034
"rt economiauandes documentocede no26 land child labor and schoolinglongitudinal evidence from colombialabelurl ht
";0.9403
"rt deuniandes medallista olimpico oscar figueroa visito u dejo mensaje estudiantes curso practica social labelurl
";0.9403
"rt minjusticiaco aestahora ministro enriquegilbgil participa foro plandecenal justicia organizado colegio abogados rosar
";0.94029
"terreno civil estable sociedad democratica c tognato director centro nicanor restrepo santamaria par labelurl
";0.94025
"primero sonreir edna hurtado cesar yepes juan pablo soche charla formacion volunta labelurl
";0.94017
"aceptemos reto desarmar ninos soldados colombia paz colombia neila diaz profesora psicosabana1 labelurl
";0.94013
"actualidad desaceleracion economia mundial articulo ana maria olaya economia eicea labelurl via eltiempo
";0.93998
"aceptemos reto desarmar ninos soldado pais columna neila diaz psicosabana1 via eltiempo labelurl
";0.93996
"rt educaunisabana grata visita estudiante maestria pedagogia guajira laura henriquez bienvenida casa unis
";0.93995
"6400000 brutos mal informados bueno sigue pensando respuesta francisco santos interpelacion asistente
";0.93992
"iniciativa legislativa va implementar va correr prisa hacer ajustes institucionales carlos velandia
";0.9399
"espacio publico requiere habitantes calidad accesibilidad poder ofrecer interaccion social salud recreacion
";0.93988
"prepare bolsillo sobrecostos 2017 actualidad maria teresa macias profesora eicea via eltiempo labelurl
";0.93988
"rt facisouniandes si ingles aun fortalezas pueden mejorarlo mientras disfrutan cafecito miprimerdiaenuniandes ht
";0.93983
"domingo hablo dolor pais elecciones mas limpias transparentes pesar desequilibrio francisco santos
";0.93979
"rt arqdisua viaje traves arquitectura india ruta corbusier profesora invitada maria cecila obyrne labelurl
";0.93965
"rt crismaciase emocion humor empatia ingredientes conectar nuevas audiencias amelie ferro sipconnect2017 sipoficial u
";0.93962
"rt educaunisabana profesor johnalba25 cierra jornada avances resultados proyectos institucionales unisabana educacionbogota http
";0.9395
"todas herramientas economista van lograr existan medidas sostenibles sociedad maria clara ar labelurl
";0.93943
"rt educaunisabana ciroparram maestros reto ayudar lograr lapaz pais ustedes estan construyendo pais
";0.93943
"rt cancilleriaur entorno social politico economico china charla market estrategia comercial china uro labelurl
";0.93939
"paz etapa posterior mas compleja mas larga humberto calle jefe equipopazgob beneficiosdelapaz
";0.93936
"urosarionews primeros ganadores entradas filbo2016 rtefa lauhcortes vale71389 esperen pronto mas concursos
";0.93922
"rt secredistmujer acuerdo 1 oportunidad superar brechas genero violencias mujeres martha ordonez cequidad http
";0.93921
"rt economiauandes 400pm perspectiva fiscal colombia reforma tributaria estructural gasto publico congresoeconomia vivo labelurl
";0.93888
"senora dice vote ustedes van hacer ustedes arreglan francisco santos exvicepresidente colombia
";0.93852
"primer punto decalogo sospoelaire caminar debe ser primera opcion movilizarse ver mas labelurl
";0.93847
"wenrosal estudiante doctorado biociencias usingenieria harvard stem cell institute ips core facility labelurl
";0.93814
"rt visionotri articulo elespectador dr juan guillermo ortiz director general clinica universidad unisabana
";0.93797
"jorgechica saludos puede solicitar informacion telefono 57 4 2619500 ext 9794 correo mafrancoeafiteduco
";0.93763
"rt lasabanaabroad sabias puedes hacer semestre universidad acreditada colombia unisabana sigueme movilidad2017 htt
";0.93751
"cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl
";0.93718
"cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl
";0.93718
"cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl
";0.93718
"cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl
";0.93718
"congestion autopista altura peaje nortesur carro averiado via tomar vias alternas bogotasemueve
";0.93713
