;Topico0
"1998 francisco santos participo manera activa acuerdos puerta cielo eln carlos velandia gestor paz eln
";0.94754
"usted sabe gano bogota bosa ciudad bolivar usme ahi viven victimas mensaje manda francisco santos
";0.94754
"rt educaunisabana olga castiblancoana florido diana pulido junto profesor asesor johnalba25 presentan poster unisabana http
";0.94401
"call for paper ethejournal universities of the future educational and organizational challenge and possibilities labelurl
";0.94399
"rt facisouniandes hoy tendra lugar evento whats next for colombia reconciliation and peacebuilding transmision vivo labelurl
";0.94394
"rt wenrosal felicitaciones drs fernando lizcano luz indira sotelo dusko kalenatic grandes investigadores acaciencia colciencias
";0.94384
"necesita dialogo social amplio multipartita exclusiones podamos mirarnos cara carlos velandia gestor eln
";0.94037
"seguramente orden parecida ejercito habran recibido huestes camarada timochenko carlos velandia gestor eln
";0.94032
"presidente quedado atado pies manos decision tomado pais carlos velandia gestor paz eln
";0.94029
"ustedes viven estrato 87 recorri ciudad eleccion manda dosis humildad grande francisco santos
";0.94028
"eln critico aspero acuerdo firmado presidente santos guerrilla farc carlos velandia gestor eln
";0.94027
"ser victima matoneo mundo real incrementa 10 posibilidades serlo rede sociales sandracortesi respetoenredes
";0.94026
"encuentro ingenio innovacion usingenieria pensar diferente ser creativo ir mas alla conocido edgar labelurl
";0.94025
"seminar spectral and spatial analysis of vegetation traits and ecosystem process pierdas presentacion labelurl
";0.94023
"ser pilo paga sera politica presidente juan manuel santos reunio rectores evaluar iniciativa labelurl
";0.94021
"invito ayuden construir podemos seguir culpandonos pase pagina trabajo tender puentes francisco santos
";0.94021
"rt hernanolano emotiva despedida colegas dra martha helena vargas profesora fundadora eicea unisabana obduliovp labelurl
";0.94017
"circunstancias tiro borracho puede modificar manera dramatica proceso carlos velandia gestor paz eln
";0.94017
"lideres opinion estan logrando cambiar opinion centros educativos siguen escindidos realidad nicolas montero
";0.94017
"entiendo peligros veo vaso medio lleno mandaron mensaje absolutamente claro ciudadanos francisco santos
";0.94016
"adivinen cuantos concejales bogota viven ciudad bolivar cero desconexion elector elegido francisco santos
";0.94016
"rt cementosargos pasado ser exportador jugador local multiples mercados juan esteban calle foro infraestru
";0.94014
"rt juancmartinez lanzamiento libro estudios derecho consumo homenaje alvaro mendoza ramirez aporte regimen jurid
";0.94014
"gladys agudelo rectora ie fundacion celia duque abejorral agradece eafit oportunidad da estudiantes
";0.94011
"llego hora justicia hable medio acuerdos politicos fiscal nestor humberto martinez fiscaliacol lapazesposible
";0.94008
"golpe poder adquisitivo reforma tributaria ana maria olaya profesora eicea via revista dinero labelurl
";0.94007
"rt comsabana natalia pinzon jefe becas ayudas economicas explica beneficios economicos ofrece unisabana ahorasoycomsaban
";0.94007
"golpe poder adquisitivo reforma tributaria ana maria olaya profesora eicea via revista dinero labelurl
";0.94007
"rt educaunisabana dra rosa julia guzaman saluda alumnos primera cohorte maestriaenpedagogia extension laguajiragob unisabana labelurl
";0.94004
"rt profebarreto maestria pedagogia visita institucional colegios san jose santa catalina siena maicao educaunisaba
";0.94003
"rt serpilopaga patricia marquez hija maira rodriguez estan contentas recibimiento da unisabana ser potencia
";0.94002
"rt unisabanaradio modo elige carrera quieren hacer propio programa radio pasen estudio unisabana rad
";0.93994
"rt metrodemedellin metro eafit obtienen nueva patente internacional sistema detectar defectos redondez ruedas ht
";0.93987
"reglas formales normas morales normas sociales estan alineadas mas economico llegar acuerdos antanasmockus
";0.93981
"pregunta hoy si posible implementacion acuerdos si posible negociar eln si posible renegociar
";0.93977
"rt unisabanaradio menos 24 horas cumplir anos sensaciones invaden alegria emocion gratitudgracias familia usr
";0.9397
"rt arquituniandes firma convenio uniandes politecnico torino permite doble titulo ntra maestria arquitectura ht
";0.93956
"politicos pusieron peso pusieron teja zinc bulto cemento expreso opinion francisco santos
";0.93586
"rt deuniandes medallista olimpico oscar figueroa visito u dejo mensaje estudiantes curso practica social labelurl
";0.93572
"veces quemar naves seguir adelante dejar hacer mismo cambiar diadelperiodista creatividad mtascon
";0.93571
"unico creia iba ganar partido incluyendo alvaro uribe francisco santos exvicepresidente colombia
";0.93569
"respuesta ciertos estimulos puede ser mas eficaz mujeres hombres tatiana manrique z dementescuriosas labelurl
";0.93569
"rt francisccardona columna ciro parra decano facultad educacion unisabana ser pilo paga verdad labelurl
";0.93564
"rt secredistmujer acuerdo 1 oportunidad superar brechas genero violencias mujeres martha ordonez cequidad http
";0.93562
"rt economiauandes documentocede no26 land child labor and schoolinglongitudinal evidence from colombialabelurl ht
";0.93562
"paz etapa posterior mas compleja mas larga humberto calle jefe equipopazgob beneficiosdelapaz
";0.93561
"domingo hablo dolor pais elecciones mas limpias transparentes pesar desequilibrio francisco santos
";0.9356
"rt cancilleriaur jeroen roodenburg embajador reino paises bajos colombia urosarionews explorando proximas colaborac
";0.9356
"iniciativa legislativa va implementar va correr prisa hacer ajustes institucionales carlos velandia
";0.9356
"6400000 brutos mal informados bueno sigue pensando respuesta francisco santos interpelacion asistente
";0.93559
"rt ministeriotic conectese siga vivo panel conductas estudiantes rede sociales uniandes respetoenredes ht
";0.93556
"rt economiauandes 400pm perspectiva fiscal colombia reforma tributaria estructural gasto publico congresoeconomia vivo labelurl
";0.93556
"rt ministeriotic conectese siga vivo panel conductas estudiantes rede sociales uniandes respetoenredes ht
";0.93556
"crecimientoverde mas union comunidades cientifica generadora politicas mejor mitigacion cambio climatico loboguerrero
";0.93554
"primero sonreir edna hurtado cesar yepes juan pablo soche charla formacion volunta labelurl
";0.93553
"rt minjusticiaco aestahora ministro enriquegilbgil participa foro plandecenal justicia organizado colegio abogados rosar
";0.93552
"senora dice vote ustedes van hacer ustedes arreglan francisco santos exvicepresidente colombia
";0.93551
"prueba nuevo combo restauranteescuela sandwich pollo galleta mantequilla mani coca cola ed labelurl
";0.9355
"rt derechousabana ii jornadas internacionales propiedad intelectual cedepi cordobamarentes juancmartinez unisabana comsabana ht
";0.93549
"terreno civil estable sociedad democratica c tognato director centro nicanor restrepo santamaria par labelurl
";0.93549
"rt educaunisabana grata visita estudiante maestria pedagogia guajira laura henriquez bienvenida casa unis
";0.93548
"rt facisouniandes si ingles aun fortalezas pueden mejorarlo mientras disfrutan cafecito miprimerdiaenuniandes ht
";0.93547
"rt inguniandes peatones van correr 9k uniandes llegar podio crees ganaran carrerademodos semanadelamov
";0.93542
"nefastos numeros paro camionero ana maria olaya eicea via eltiempo labelurl colombia parocamionero
";0.93542
"va mas humanismo mas sensible piensa solo terminos matematicos maria clara aristizabal
";0.93542
"rt educaunisabana ciroparram maestros reto ayudar lograr lapaz pais ustedes estan construyendo pais
";0.93541
"rt fcardioinfantil acuerdo permitira estudiantes medicina pongan practica conocimientos dr santiago cabrera urosa
";0.93541
"rt uremprende si podemos hacer cosas cambien queremos ser agente cambio carolinaavila lideresemprendedores2017
";0.93541
"generarle confianza farc ayer dio primer paso amnistia llegue francisco santos exvicepresidente
";0.93541
"hijos tecnologia infancia 10 tip ser familia digital responsable articulo via lafamiliainfo labelurl
";0.93539
"espacio publico requiere habitantes calidad accesibilidad poder ofrecer interaccion social salud recreacion
";0.93539
"rt congresovisible diadelamujer datos clave percepcion roles genero colombia trabajo mujeres congresistas htt
";0.93539
"educaunisabana profesor jeffergm explica podemos ayudar disminuir contaminacion bogota via citytv unisabana
";0.93538
"rt comsabana ser profesora asistente nuevo escalafon unisabana da estilo bien representados cristiocampo labelurl
";0.93537
"rt educaunisabana profesor johnalba25 cierra jornada avances resultados proyectos institucionales unisabana educacionbogota http
";0.93536
"rt unisabanaradio 10k twitter muchas gracias permitirnos llevarles tantas historias medio radio usr10k
";0.93536
"ser victima sufren ciudadanos 10 anos llore miles victimas francisco santos exvicepresidente
";0.93535
"derecho penal trabajo mirada doble via autores ana munoz ricardo posada labelurl investigacionuniandes
";0.93533
"rt hernanolano uchile vi congreso latinoamericano historia derecho derechousabana unisabana obduliovp historyla canaldehi
";0.93533
"carolinaareyes hola lamentamos sucedido puede informarnos lugar campus encontraba informaremos planta fisica
";0.93529
"mateo moya cristhian mendoza comsabana participan corto galaxia smart film vota aqui labelurl
";0.93527
"rt aniromerowills 28 alumnos diferentes regiones pais ecuador maestria asesoria familiar ifaunisabana unisabana labelurl
";0.93524
"pot puso peaton arriba piramide seguir fortaleciendo santiago ortega escuela ingenieria sosporelaire
";0.93523
"rt serpilopaga toma decision programa academico cursar informado conoce tip ayudaran decision serpilopaga labelurl
";0.93522
"sondeo usted acuerdo proyecto ciudad can retira predios da unal opine aqui labelurl
";0.93522
"mikemartin1984 cursos pueden tomar totalmente gratis plataforma cobra caso quiera obtener certificado
";0.93514
"rt tciceu summer school comunita sviluppo locale pronti partire eafitsocial oecdcfe sumschool17 labelurl
";0.93046
"presidente santos bajo umbral dejo opcion abstenernos obligo ir francisco santos
";0.93045
"cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl
";0.93045
"cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl
";0.93045
"cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl
";0.93045
"cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl
";0.93045
"rt cicrco urosarionews arranca panel dih jep danilorojas201 restrepojcamilo juanc foreroalberto fergusson
";0.93044
"ayer triunfadores perdedores mensaje entendi tan grande pacto benidorm francisco santos
";0.93044
"enfriar atomos obtener reloj mas preciso mundo visita nobelprize wiiliam phillips labelurl
";0.93037
"rt alumnisabana asi culmina trilogia encuentros alumni eicea gracias habernos acompanado administradore
";0.93037
"rt samuelespinal95 asi vivio donaton mocoa urosarionews gracias demostrar significa formacion huma
";0.93035
"rt angelamaria29 conversatorio podemos esperar visita papa panelistas unisabana prensaurosario unijaveriana elti
";0.93034
"ser pilo paga sera politica presidente santos reunio rectores evaluar iniciativa labelurl
";0.93034
"dilema casa debido tareas escolares columna tany fernandez guayana profesora ifaunisabana labelurl
";0.93034
"serie grandes maestros fals borda intelectual influencio ciencias sociales labelurl via elespectador
";0.93031
"participa conferencia new and reemerging infectious diseases risk responses and consequences labelurl
";0.93028
"rt hernanolano reunion alumnisabana chile 10 graduados usingenieria usabanamedicina unisabana derechousabana bienestarsa
";0.93028
"rt ifaunisabana hora estudiantes unisabana hablan noticiero rcnradio hablando ser voluntarios visita
";0.93028
"colombianos dieron semejante leccion democratica semejante leccion dignidad francisco santos exvicepresidente
";0.93026
"podemos ser agentes criticos cambio decir cosas generen cambio tpaffenholz investigacionesparalapaz
";0.93026
"opusdeicolombia gracias labelurl gracias narra tres minutos trazos vida mons javier echevarria
";0.93025
"destacamos oscar guillermo garcia rivas alumno distinguido facultad filosofia ciencias humanas labelurl
";0.93024
"rt unisabanaradio sintonice hora vocesdelahistoria bajo direccion alba sachica profesora facultad filosofia
";0.93024
"hablar beneficios paz prediccion increiblemente abstracta humberto calle jefe equipopazgob beneficiosdelapaz
";0.93024
"familia matrimonio hijos primera medicion sondeo termometro familia ifaunisabana via elespectador labelurl
";0.93023
"munur16 guillermo fernandez representante adjunto oficina colombia naciones unidas dd hh labelurl
";0.93023
"hagamos mercadeo entorno capitalismo consciente mercadeo debe ser siempre social davidescobara labelurl
";0.93023
"rt serpilopaga opciones puedes optar ser pilo paga profe tenlos present piloprofe labelurl
";0.93022
"guerrilla institucionalidad va poder dar salto calidad necesitamos sergio guarin ideaspaz
";0.93022
"lourdes flamarique profesora titular filosofia universidad navarra unav visito facultad filosof labelurl
";0.93022
"rt facisouniandes pablo patino ciencias sociales dice mepongolostenis apoyemos carrera senek labelurl ht
";0.9302
"paz compromiso social implica conocimiento mas alla manipulacion emociones nicolas montero
";0.93018
"trie edi mulyani exembajadora indonesia colombia hablo eafit empoderamiento mujeres esce labelurl
";0.93016
"gael giraud economista jefe afd comienza intervencion macroeconomics and climate crecimientoverde labelurl
";0.93016
"salud clinunisabana aprende identificar sintomas accidente cerebro vascular puedes salvar vida labelurl
";0.93016
"carlos enrique vimos llevar mensaje vision compartida da humanidad administracion ami labelurl
";0.93015
"rt bienestarsabana dale segunda oportunidad ropa juguetes utilizas casa familias misionsabana caj
";0.93015
"the social dynamics of civil war profesor jeffrey checkel sfu canada labelurl labelurl
";0.93014
"medellininvestiga 2016 exalta labor investigativa michel hermelin arbaux profesor emerito universi labelurl
";0.93014
"advertencias reintegracion alp ozerdem centre for peace and reconciliation study covcampus labelurl
";0.93014
"quiza mas correcto decir posplebiscito modificado expectativas situacion politica manera dramatica
";0.93013
"profesora andes nueva vicepresidenta academy of pavement science and engineer excelenciauniandes labelurl
";0.93012
"profesora andes nueva vicepresidenta academy of pavement science and engineer excelenciauniandes labelurl
";0.93012
"labor ximenapena cambio vida varias mujeres pais descubra apoye causa solidaridaduniandes labelurl
";0.93011
"rt educaunisabana sigue presentacion investigaciones profesores mineducacion realizaron maestria pedagogia unisabana ht
";0.93011
"rt jrestrp expresidente cesar gaviria debateplebiscitour urosarionews eltiempo pnudcolombia fundacion hanns seidel labelurl
";0.93011
"papel ustedes si ven mezquindad pensando 2018 salir movilizarse francisco santos
";0.93011
"ganadores decimo primera version concurso iniciativas empresariales reciben incentivo continuar sueno
";0.9301
"jeffrey checkel sfu urosario conferencia the social dynamics of civil war labelurl labelurl
";0.9301
"sigue preservar cese hostilidades mas importante cuidarlo guantes seda francisco santos
";0.93009
"rt samvaguirre ambas universidades rosario salamanca sido innovadoras autonomas mentes visionarias conocimiento v
";0.93008
"rt hernanolano jueves pasadoxv congreso filosofia derecho cidunal derechousabana historiavoces filosofiaudea philo
";0.93008
"barbara oakley coautora aprendiendo aprender visito uniandes compartio mejores tecnicas estudio labelurl
";0.93007
"maria camila gallego graduada alumnisabana filosofia beneficiaria colfuturo estudia maestria escocia labelurl
";0.93007
"ley procedimientoabreviado da pasos hacia reforma politica criminal nestor humberto martinez labelurl
";0.93006
"rt redcarolinacol acompanando preludio celebracion viii centenario universidad salamanca alma mater universi
";0.93006
"rt uniandinosiempr sueno generacion paz utopia alejandro rojas graduando inguniandes gradosuniandes ht
";0.93001
"rt malgorzata2505 excelente participacion comunidad ur lanzamiento crai ur urosarionews jrestrp viveelcrai labelurl
";0.92998
"rt nlincolombia muchas gracias fliporg itmmedellin eafit westwingbz dosorio2011 apoyo organizacion diplohac
";0.92997
"rt bogoshorts miles emociones bajo cielo estrellado pierda bogoshortsbajolaluna plazoleta cai uniandes labelurl
";0.92996
"rt jrestrp lanzamiento nuevo pregrado urosarionews maccurosario paso adelante innovacion volviendo raices
";0.92994
"ingenieros uniandinos trabajan proyecto lsst large synoptic survey telescope mapear universo labelurl
";0.92992
"educacion debe ser mas integral hablar pedagogia mas dialogante julian zubiria labelurl
";0.92992
"rt ulasallista metrodemedellin g8 creando alianzas colegiaturacol upbcolombia universidadces universidadeia eafit udemedel
";0.9299
"rt maluechavez asi formamos estudiantes urosario busqueda transformacion social ser parte cambio
";0.9299
"rt dvelasco82 grandes analistas sector publico privado academico forofinanciacionctei urosarionews urinvestigacion noalrecor
";0.9299
"nadie pueden llevar dejar armas despues cambiarle reglas juego claralopezobre lospresidenciables2018
";0.92988
"rt economiauandes perdido estudiante miguel rodriguez barajas accidente trafico siempre estara htt
";0.92986
"rt educaunisabana profesores socializacion analisis intertextual clase seminario investigacion imaestria pedagogia gua
";0.92985
"clave ser buen padre amar hijos columna andres cano profesor ifaunisabana labelurl
";0.92985
"asi salida parque jaime duque asistieron estudiantes cursos libres fotografia profesor labelurl
";0.92984
"podemos pretender cada actor via carril propio si podemos optimizar infraestructura
";0.92984
"rt cideruniandes centro interdisciplinario debe trabajar regiones generando lazos comunidades javier pineda
";0.92978
"rt duartepalacios gracias uniandes beneficiario programa oportunidades talento nacionalabuelo quiero estudiar ht
";0.92978
"rt culturauniandes buenosdias recibimos hoy martesenvivo xaviermartinex guitarrista compositor calenolos esperamos 13hs
";0.92976
"hilda arango ortega decana eicea nueva presidenta consejo latinoamericano escuelas administracion labelurl
";0.92972
"bogota ciudad mas casos violencia intrafamiliar pais estudio ifaunisabana via eltiempo labelurl
";0.92969
"alexxpino saludos debe enviar solicitud autorizacion escrita firmada graduado correo admcertificadoseafiteduco
";0.92968
"noticiaun prototipo colombiano crear panel solares mas eficientes base aguacate mora labelurl
";0.92962
"rt eafitpereira hacer curso puedes organizar trabajo tareas datos tomar mejores decisiones labelurl
";0.92958
"rt cesepulvedar urosarionews lanzamiento pregrado matematicas aplicadas ciencias computacion gran aporte pais labelurl
";0.92955
"rt oeccuninorte continua ciclo ponencias experiencias innovacion investigacion yasbley segovia unisabana retodigit
";0.92951
"rt unisabanaradio dime escuchas dire profesores administrativos plasmaron musica favorita playlists ht
";0.92946
"creemos fervorosamente nuevos instrumentos combatir crimen ser eficientes martinez fiscaliacol labelurl
";0.92414
"cumbiera intelectual cantante kjohansen nominado tres veces grammy sono andes labelurl
";0.92411
"rt hernanolano villavicencio seminariospapaunisabana unisabana vaticanes newsvaes episcopadocol gobmeta devillavicencio ll
";0.9241
"ciberbullying aumentan adolescencia tardia disminuyen edad adulta gordon ingram facisouniandes labelurl
";0.92409
"radio magica validadora alejovillalobos do generaciones sola radio consejoech echur labelurl
";0.92403
"radio lugar ir indacastellanos conversatorio do generaciones sola radio echur labelurl
";0.92403
"comision verdad ser totalmente independiente gobierno farc poner comisionados f santos
";0.92403
"visita sitio periodico nova et vetera disfruta mejores contenidos linea labelurl labelurl
";0.92402
"visita sitio periodico nova et vetera disfruta mejores contenidos linea labelurl labelurl
";0.92402
"creo eleccion mas informada dado colombia francisco santos exvicepresidente republica
";0.92402
"interesa conocer mas debida diligencia herramienta prevenir soborno transnacional visita labelurl
";0.924
"enrique bayer presidente asociacion amigos movilidadbogota cablenoticias periodista juliana luchi labelurl
";0.92399
"puedes disfrutar mas destacado nueva edicion revista nova et vetera labelurl labelurl
";0.92399
"fcvitanic profesor facultad filosofia ciencias humanas invitado elespectador analizar pos labelurl
";0.92398
"rt aniromerowills revista apuntes familia mirada paz relaciones familiares ifaunisabana unisabana labelurl
";0.92396
"reviva transmision evento sigue despues plebiscito francisco santos carlos velandia labelurl
";0.92396
"grandes maestros fals borda intelectual influencio ciencias sociales labelurl via elespectador
";0.92395
"paz desafios colombia editorial nueva edicion revista nova et vetera labelurl
";0.92395
"tecnologia pedagogia espacios personales aprendizaje elementos nueva sala aprendizaje activo labelurl
";0.92394
"programa paiis facultad derecho enfoca igualdad inclusion social ddhh apoyelo labelurl
";0.92394
"profesor fcvitanic facultad filosofia ciencias humanas ascendio categoria profesor asistente labelurl
";0.92394
"rt prensaurosario hombres enamoran ojos mujeres oido drpalacios14 dementescuriosas urosarionews adncolom
";0.92394
"aprendiendo ensenar asi preparan 56 nuevos integrantes programa semillero profesores labelurl
";0.92394
"asi produce queso parmesano summercourses eicea italy ucscinternational ucscsummer2016 experiencia labelurl
";0.92393
"rt inguniandes battlewaternetworks wdsa2016 profbohorquez explica estudiantes profesores solucionaron retos aguapotable labelurl
";0.92393
"rt economiauandes minutos lanzamiento libro idealista pragmatico odisea albert hirschman envivo labelurl
";0.92393
"rt hernanolano honrado recibir monasterio candelaria oarecoletos distincion unisabana cristovision derechousaban
";0.92392
"darwin cortes juan m gallego profesores econurosario cuya investigacion publicada guardian labelurl
";0.92392
"francia segunda patria casos vincent van gogh frederic chopin labelurl frcol2017 labelurl
";0.92392
"gatos pardos publicacion jose rodriguez iturbe mirada culturalpolitica realidad latinoamericana labelurl
";0.92391
"rt soyandresacosta participando carrera senek podran apoyar beca quiero estudiar labelurl mepongolostenis
";0.92391
"grupo misionchina eicea visita baosteel empresa acero mas grandes mundo labelurl
";0.9239
"katherine ramirez graduada eicea encontro agro negocios campo investigacion estudio labelurl
";0.9239
"apoyo mas 6000 donantes quieroestudiar cumplido cientos suenos conozcalos solidaridaduniandes labelurl
";0.9239
"tres profesores ur participaran encuentro premios nobel economia lindau alemania labelurl
";0.92389
"jugamos cartas pusieron cuantos avisos viste campana francisco santos promotor
";0.92389
"94 profesores rutadeformacion mineducacion comenzaron maestria educaunisabana suenos futuro colombia labelurl
";0.92388
"vicerrectora stephanie lavaux reflexion responsabilidad social urosario anuario corresponsables 2016 labelurl
";0.92388
"rt hablemosdepazur interviene marlene orjuela defensora ddhh especializada cultura paz hablemosdepazur labelurl
";0.92388
"rt uniandinosiempr conscientes responsabilidad privilegio uniandinos luchen etica julian nino graduando
";0.92388
"rt lasabanaabroad investigadores unisabana participando webinar pitch research w faffrobert from uqnews labelurl
";0.92388
"cuide do nuevas especies marsupiales descubiertas cientifico paisa labelurl via noticiascaracol
";0.92388
"largo camino alcanzar metas innovacion colombia nidia garcia profesora eicea labelurl labelurl
";0.92387
"tres profesores urosario participaran encuentro premios nobel economia lindau alemania labelurl
";0.92386
"bob dylan gano nobel literatura opinion profesor historia rock luisferalgarra labelurl
";0.92386
"muchas empresas optamos respetar cultura negocios adquirimos preservar filosofia transve labelurl
";0.92385
"justicia restaurativa reparar dano oportunidad manejo ciberbullying caropineros redpapaz respetoenredes
";0.92385
"pais escindido politica opinion comprension real conocimiento camino nicolas montero
";0.92384
"rt icfescol felicidades estudiantes ganadores propuestas investigacion seran financiadas icfes investigoporlaeduca
";0.92384
"clave exito curiosidad labelurl william phillips premio nobel fisica 1997 cate labelurl
";0.92384
"javier bermudez profesor educaunisabana obtuvo titulo doctor gobierno cultura organizaciones labelurl
";0.92381
"the social dynamics of civil war profesor jeffrey checkel politicaur labelurl
";0.92381
"alfonso aza jacome lanzamiento libro drogas politicas publicas legalizacion prohibicion labelurl
";0.92381
"rt usingenieria unisabana primera universidad colombia participa shellecomarathon2017 listos ir detr
";0.92381
"eafit vivo labelurl panel empresarios pactoglobal isaconexiones gruponutresa gruposura epmestamosahi grupoexito
";0.9238
"genes definen patrones color mariposas simplemente reciben ordenes regiones rodean labelurl
";0.9238
"rt onumujerescol carlos patarroyo decano esccchumanas urosarionews da apertura conversatorio pazenclavemujer labelurl
";0.9238
"rt derechousabana participa tercera version diplomado derecho laboral unisabana visionotri benvicente labelurl
";0.9238
"escenario complejo llego momento involucrarse tuetanos politicos rajamos siempre robledo
";0.92379
"drogas politicas publicas legalizacion prohibicion libro alfonso aza filbo2015 autoresunisabana labelurl
";0.92379
"edicion 111 eafitense podran conocer eleccion donald trump sacudio mundo labelurl
";0.92377
"disfruta mas destacado periodico nova et vetera tambien version digital labelurl labelurl
";0.92376
"eleccion trump da contexto cambio politica exterior norteamericana benjamin rodriguez i labelurl
";0.92376
"disfruta mas destacado periodico nova et vetera tambien version digital labelurl labelurl
";0.92376
