;Topico2
"rt voxlacea lacea thank eafit for great organization of the lacealames16 meet and all the participants for their interest see
";0.95891
"rt admonuniandes we send regard to thenegotiationchallenge eadabusiness team we will meet in bogota next week labelurl
";0.94912
"rt biblioeafit hoy manana gemma bernado doctora filologia clasica estara eafit hablando libros incunables ediciones antigu
";0.94883
"rt economiauandes documentocede no25 the effect of child disability on parent labour supply evidence from colombia labelurl
";0.94877
"rt luisfermartin felices 37anosunisabana orgulloso alma mater casi cuatro decadas trabajo bien hecho larga vida unisab
";0.94835
"feliz noche comunidadun deseamos gran final ano 2015 comienzo 2016 lleno mejor somosun uncolombia
";0.94625
"dublin institute of technology centenary scholarship programme for more information please visit our website labelurl
";0.94615
"rt fisicauniandes estan invitados coloquio evento third andean school on nuclear physics 2428 julio 2017 labelurl
";0.94551
"the complexities of truth tell for trust reintegration and peace seminario internacional desafios paz labelurl
";0.94522
"pague diez anos efectivos prision debo nadie llevo timochenko metiera nombre discurso historico cv
";0.94479
"rt cideruniandes diamundialdelrefugiado sabias segun datos acnur colombia sigue siendo pais mas desplazados internos 74
";0.94415
"feliz noche comunidadun terminemos miercoles mejor actitud tener gran resto semana sedesun uncolombia
";0.94259
"feliz noche comunidadun deseamos gran viernes feliz fin semana lunes esperamos mas unparatodos
";0.94257
"comunidadun terminemos dia mejor actitud toda buena energia tener excelente semana feliznoche unparatodos
";0.9425
"comunidadun terminamos dia mejor energia tener unas grandes vacaciones deseamos feliz diciembre unparatodos
";0.94242
"buenos dias unparatodos gracias nuevos seguidores ser parte gran comunidadun somosun felizmartes unal
";0.94233
"rt bienestarsabana espacios libres humo estan senalizados encuentren mal parado respiremos aire mas pu
";0.94232
"imaginan ganado si 50000 votos estaria incendiado pais tan inteligente mando mensaje contrario
";0.94229
"zamir0290 buenos dias favor envianos datos contacto mensaje interno atender solicitud gracias atencion
";0.94228
"felizmartes buenos dias unparatodos gracias nuevos seguidores hacer parte gran comunidadun somosun unal
";0.94225
