;Topico4
"rt iptigeneva organize citizen forums all over colombia could give new ownership of the peace process tpaffenholz uniandes invest
";0.95709
"rt fundacionanaas marcas contrabandodecigarrillo camel damp j gold seal golden deer ibiza jaisalmer jet modern montreal nat sh
";0.95291
"rt almorsal iesebs listen to refreeman and cbsuite enjoy the symposium ethicsiese represent inalde and unisabana labelurl
";0.94905
"midase gastos si va pedir prestado conozca bancos cobran maria teresa macias labelurl via eltiempo
";0.94629
"jenny dussan recibio distincion gran cruz orden merito social ambiental baron alexander von humboldt labelurl
";0.94591
"jenny dussan recibio distincion gran cruz orden merito social ambiental baron alexander von humboldt labelurl
";0.94591
"definir deberia ir metro funcionario idu dijo puede utilizar ningun corredor vaya tm ep
";0.94581
"rt maestriaderintl conversatorio climate change after the paris agreement where next annalisa savaressi icetex unisabana labelurl
";0.94579
"jochepacheco hola rutasconflicto recibio premio data journalism award categoria mejor sitio web periodismo datos
";0.9456
"rt deportessabana gaby campeona torneo cerros 2016 orgullo sabana unisabana bienestarsabana comsabana eicea sicologiasabana us
";0.94552
"rt wflorizoone university install train to get staff and students out of traffic congestion labelurl unisabana labelurl
";0.94552
"rt rettberga pasa lideres sociales perspectivas pcion pol farcque opinan autoridades locales zonas veredaleshoy uande
";0.94526
"finalizo epemti 2016 santiago loaiza ie rosa maria henao pavas sonson gano beca pregrado labelurl
";0.94514
"rt deportessabana sabana plata bronce voleibol playa ascun bogota 2016 unisabana comsabana eicea bienestarsabana labelurl
";0.94239
"rt disenouniandes mineducacion renueva acreditacion alta calidad disenouniandes uniandes 2025 res 1457 3feb2017 feli
";0.94237
"rt niulive unisabana students join niuceet students for intensive industrial systems engineer summer course labelurl
";0.94227
"rt niulive unisabana students join niuceet students for intensive industrial systems engineer summer course labelurl
";0.94227
"rt obsdemocracia proyectotumaco dio voz rostro mujeres narinenses victimas violencia dijeron noeshoradecallar aquiestoy co
";0.94219
"rt behrentz hoy cena quieroestudiar uniandes gracias filantropos colombianos alcanzamos meta 2400 millones becas
";0.94213
"rt opusdeicolombia carta prelado 31 enero 2017 labelurl primera carta mons fernando ocariz fieles opus
";0.94208
"rt bibliosabana unisabana olvides velada literaria hoy si fan harrypotter va encantar bienestarsabana htt
";0.94198
"rt profebarreto estudiantes maestria pedagogia ext guajira unisabana organizan primer coloquio departamental docencia pa
";0.94192
"nico1502 buenas tardes si puedes devolver libro sede quinta mutis problemas gracias atencion
";0.94192
"partir 16 julio ingreso red inalambrica seneca cambiara cara sera mas amigable esperelo labelurl
";0.94186
"partir 16 julio ingreso red inalambrica seneca cambiara cara sera mas amigable esperelo labelurl
";0.94186
"comunidadun vive sostenible alimentarse bien sentirse bien campana cero uso icopor disminucion uso labelurl
";0.94179
"rt serpilopaga si ultimos meses cumpliste mayoria edad debes actualizar datos icetex invitamos seguir
";0.94174
"rt mauriciocard maria fernanda sanchez santiago neira estudiantes economia 5 6 semestre ejemplos apoyar beca quieroestu
";0.94169
"rt integracundbta excelente iniciativa unisabana podria sustituir 1500 vehiculos tren trenusabana capacidad 660 pasajeros h
";0.94166
"rt behrentz tragedia mocoa natural miles colombianos habiten zonas aptas tal uso via eltiempo labelurl
";0.94165
"final 80 viviamos agotamiento politico sitio permanente paz necesitaba gran acuerdo fabio villa
";0.94129
"rt fboteroj casa llena mas 150 estudiantes 15 profesores cpol discutiendo haciendo plebiscito ayer labelurl
";0.94128
"diosserfmlipais buenas tardes ingresa plataforma usuario clave uniandes actualiza datos agrega perfil album
";0.94118
"media ingreso hombre trabajador ee uu igual teniamos hace 42 anos josephestiglitz elfuturodecolombia
";0.94117
"buena parte causas brecha acceso vienen desigualdades previas educacionsuperior maria marta ferreria bancomundiallac
";0.94108
"vias terciariashan sido fuente corrupcion trabajamos modelo evite pierda plata lf andrade anicolombia
";0.94097
"preguntaron carl langebaek vicerrector academico si disminuira carga academica periodos ocho seman labelurl
";0.93822
"hola jdavidrojas siguiente link encuentras guia paso paso podras encontrar mas informacion labelurl
";0.93785
"prepare bolsillo sobrecostos 2017 actualidad maria teresa macias profesora eicea via eltiempo labelurl
";0.93781
"rt uis orgullouis centro colombiano computacion avanzada iniciara labor universidad apoyado uniandes minister
";0.93778
"rt politicaur medida acabe conflicto armado va subir demanda social claudialopez politicaur urosarion
";0.93778
"rt posmedunisabana inscripciones abiertas maestria epidemiologia unisabana inicio clases 4 agosto 2017 mayor informacion 3
";0.93778
"rt deportessabana seleccion rugby clasifica finales grupo universitario cerros girardot unisabana comsabana eive
";0.93775
"nefastos numeros paro camionero ana maria olaya eicea via eltiempo labelurl colombia parocamionero
";0.93774
"rt crismaciase emocion humor empatia ingredientes conectar nuevas audiencias amelie ferro sipconnect2017 sipoficial u
";0.93766
"rt bluradioco alaire doctora ana maria olaya programa economia unisabana habla parocamionero mananasblu10am
";0.93766
"rt alcrionegro rionegroaldia programa bici rioes modelo nivel nacionaly cuenta universidad eafitcomo aliadolabelurl
";0.93764
"gmilton3177 sttmed saludos encuentra habilitada av vegas ambos estan normalizados accesos campus
";0.93764
"pese crisis colombianos siguen gastando trago cigarrillos opinion giovanni hernandez via eltiempo labelurl
";0.93763
"escritora poeta performer arubena rosabelle illes dejo nuevo mensaje buzon 070 filbo2016 labelurl
";0.93761
"rt comsabana si gusta labor social quieres acompanar estudiantes proceso adaptacion universidad participa
";0.93758
