;Topico4
"bandrespardoa we expect authorities to secure passage of significant structural tax reform to preserve colombias credit quality moo
";0.95714
"festereopicnic fep2018 fep2018 fep2018 fep2018 fep2018 fep2018 fep2018 fep2018 fep2018 fep2018 fep2018 fep2018 fep2018 f
";0.94628
"luperezan hola luperezan dejanos saber podemos ayudarte favor siguenos contactarnos contigo via dm quedamos atentos
";0.94624
"vicente1106 sfcsupervisor buen dia favor escribenos mensaje interno poder asesorarte mejor manera quedamos atentos
";0.94619
"vicente1106 sfcsupervisor buen dia favor escribenos mensaje interno poder asesorarte mejor manera quedamos atentos
";0.94619
"zalathielc buen dia favor envianos dm datos nombre cedula telefono documentacion tramite quedamos atentos
";0.94598
"binvestigacionesbanrep borrador 1049 an auctionbased test of private information in an interdealer fx market labelurl
";0.94584
"roberto junguito antonio hernandez armando montenegro hugo palacios leonardo villar olga lucia acosta partic labelurl
";0.94582
"juliabad89 juliana amplianos favor informacion acerca ocurrido dm validar podemos ayudarte quedamos atentps
";0.94272
"jrobertoj84 sfcsupervisor buen dia escribenos mensaje interno contandonos caso poder asesorarte quedamos atentos
";0.94251
"jrobertoj84 sfcsupervisor buen dia escribenos mensaje interno contandonos caso poder asesorarte quedamos atentos
";0.94251
"ceasmu1 buen dia contactanos favor medio mensaje interno comentarte situacion requerimiento feliz dia
";0.94238
"rubenlopezs buenas tardes rubenlopezs favor contactanos via mensaje directo atender solicitud atentos saludos
";0.94236
"araacuna sfcsupervisor hola alvaro favor envianos numero cedula via dm procesar solicitud quedamos atentos
";0.94234
"rabedo86 buenas tardes rabedo86 contactanos via mensaje directo poder atender solicitud atentos saludos
";0.94234
"katiasie hola katia lamentamos leer favor envianos mensaje interno poder ayudarte caso quedamos atentos
";0.94232
"katiasie hola katia lamentamos leer favor envianos mensaje interno poder ayudarte caso quedamos atentos
";0.94232
"f8af hola favor envianos datos dm nombre cedula celular poder comunicarnos contigo buen dia
";0.94228
"ajuliansh hola julian favor envianos datos nombre completo cedula telefono comunicarnos contigo quedamos atentos
";0.94227
"oamaldonados hola andres lamentamos situacion favor envianos datos nombre cedula telefono dm quedamos atentos
";0.9422
"auditoriagrupo buen dia favor escribenos mensaje interno gestionar caso mejor manera quedamos atentos
";0.94215
"auditoriagrupo buen dia favor escribenos mensaje interno gestionar caso mejor manera quedamos atentos
";0.94215
"carlosjaimesl buen dia favor envianos datos nombre cedula celular dm contactarte quedamos atentos
";0.94213
"eduardpajaro sfcsupervisor buen dia eduardo escribenos mensaje interno poder ayudarte mejor manera saludos
";0.94212
"camilomonroyp buen dia favor contactanos via mensaje interno poder asesorarte mejor manera saludos
";0.94202
"cmauricio1978 buenos dias favor contactanos via mensaje directo atender solicitud poder ayudarte atentos
";0.94078
