;Topico1
"rt biblioeafit ser lectores comic ven manana miercoles eafit sabras aula fabricato bloque 27 primer piso 600 pm
";0.95743
"elmimori saludos taquillas bloque 29 primer piso funcionan lunes viernes 800 be 1200 pm 200 600 pm
";0.95725
"rt fundacionanaas marcas contrabandodecigarrillo camel damp j gold seal golden deer ibiza jaisalmer jet modern montreal nat sh
";0.95569
"danos asociados consumo drogas tambien pueden ser tratados salud publica yesid reyes ex min justicia foroungasscol
";0.95495
"hoyeneafit cine club universidad eafit pretty baby bloque 38 aula 110 partir 600 pm esperamos
";0.95245
"rt cdepsocial dr juan luis mejia rector eafit expone importancia universidades gestion ods aplicacion formacion anti
";0.95227
"hoy damos inicio cineclub chaplin charlie vida obra charles bloque 18 auditorio 110 600 pm labelurl
";0.95225
"hoyeneafit cine club universidad eafit fuego fatuo bloque 38 aula 110 partir 600 pm esperamos
";0.95173
"rt admonuniandes isdrs2017 last plenary intersectorial panel academy public sector private sector civil society moderator nathali
";0.95159
"rt onuhumanrights hoy catedra gratuita derechos humanos comunicacion universidad eafit tema derechos etnicos organizan onu ddhh
";0.95146
"simposio politica medio oriente despues trump 10 mayo 900 be auditorio mario laserna vea mas labelurl
";0.95113
"simposio politica medio oriente despues trump 10 mayo 900 be auditorio mario laserna vea mas labelurl
";0.95113
"simposio politica medio oriente despues trump 10 mayo 900 be auditorio mario laserna vea mas labelurl
";0.95113
"simposio politica medio oriente despues trump 10 mayo 900 be auditorio mario laserna vea mas labelurl
";0.95113
"simposio politica medio oriente despues trump 10 mayo 900 be auditorio mario laserna vea mas labelurl
";0.95113
"rt biblioeafit ser lectores comic miercoles 15 febrero universidad eafit bloque 27 auditorio 101 entrada libre labelurl
";0.95099
"rt laciudadverde necesitamos ciudades cada vez mas lentas ir cada vez paradojicamente mas rapido rzapatal eafit labelurl
";0.95091
"rt behrentz hace 68 anos martes 29 marzo 1949 lugar primeras clases uniandeshoy queremos saber recuerdas
";0.95025
"1913 clave muere mejia segun textos interpreta primera vez himno ano horizontes cano jl mejia
";0.94982
