;Topico5
"andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenariocould lead to cut in colombi
";0.95827
"bandrespardoa the stable outlook on colombias baa2 rat be predicate on the implementation of durable tax reform moodys
";0.95611
"andrespardoa mala noticia emergentes wsjasia preliminary china manufacture data sink to 7month low of 483 in feb http
";0.95607
"andrespardoa imfnews imfs blanchard financial bump such as those in may 2013 may well happen again esperamos comienzos
";0.95607
"andrespardoa economia eeuu contrajo 1 1er trimestre 2014 us gdp contract at pace of 1 in the first quarter via
";0.95599
"andrespardoa eeuu crearon 192 mil empleos agricolas marzo vs consenso 200 mil tasa desempleo mantuvo 67 vs co
";0.95594
"andrespardoa colombia sondeo reuters peso cerrara 2014 1980 usd vs 2000 usd sondeo previo via bocanegranelson noso
";0.95365
"andrespardoa eeuu crearon 217 mil empleos mayo vs estimado 218 mil tasa desempleo estable 63 sigue recuperacion
";0.95346
"sabia usted quelos costos levantamiento fracking eeuu estan 35 60 dolares precio actual seria logico meter dinero
";0.95336
"andrespardoa politica monetaria colombia argumento subir tasas porq peru mexico chile estan bajando ignora dinamica act
";0.95089
"andrespardoa colombia recaudo tributario subio 184 1er bimestre 195 bn pesos supero 65 meta 183 billones
";0.95089
"andrespardoa emergentes emitido 512bn bonos globales enero61 mas q hace 1 ano ft colombia join em bond bonanza htt
";0.95085
"andrespardoa colombia consumo hogares acelero crecer 51 1er trimestre 2014 vs 44 4to trimestre 2013 segun
";0.95085
"andrespardoa japon lleva 15 anos deflacion crecimiento economico sido tan solo 08 anual aqui explico http
";0.95072
"andrespardoa oferta record bonos globales corrido 2014 financialtimes fastft colombia join em bond bonanza http
";0.94785
"andrespardoa colombia demanda interna crecio 87 1er trimestre vs 54 4to trimestre superando ampliamente crecimiento p
";0.94784
"andrespardoa oferta neta bonos tesoro cae fuerte ano apoyando estimacion tasas bajas 2016mi analisis http
";0.94782
"andrespardoa colombia encuesta datexco eltiempo wradiocolombia 1a vuelta santos 277 zuluaga 256 2a vuelta santos 3
";0.94782
"andrespardoa brasil economia cayo 06 trimestral 09 anual 2do trimestre crecimiento trimestral 1er trimestre revis
";0.9478
"andrespardoa sondeo reuters expectativas inflacionarias colombia cierre 2014 subieron 302 vs 299 mes previo vi
";0.94779
"andrespardoa colombia hoy 11 be publica pib 4to trimestre 2013 esperamos crecimiento 5 analisis aqui http
";0.94775
"andrespardoa colombia manana 11 be publica pib 4to trimestre 2013 esperamos crecimiento 5 analisis aqui htt
";0.94775
"andrespardoa colombia ventas minoristas crecieron 65 personal ocupado crecio 3 ventas vehiculos crecieron 199 sigue mejor
";0.94765
"andrespardoa colombia gobierno anuncia 126mil nuevos cupos subsidios tasas creditos vivienda media impulso pib 20
";0.94761
"andrespardoa inflacion 050 mensual abril esperabamos 075 inflacion anual bajo 798 793 respiro temporal par
";0.9476
"culturaet mercedes barcha viuda nobel literatura dono biblioteca luis angel arango coleccion privada li
";0.94439
"binvestigacionesbanrep borrador 1049 an auctionbased test of private information in an interdealer fx market labelurl
";0.94437
"andrespardoa colombia pib habria crecido cerca 48 1er trimestre bancorepublica via larepublicaco estimacion prel
";0.94435
"andrespardoa insisto lenguaje d feed implica tasas bajas tiempo considerable afecta tasa d cambio analisis htt
";0.94434
"andrespardoa cuanto crecio economia colombiana 1er trimestre manana sabra 9 be pronostico 53 analisis http
";0.94433
"andrespardoa colombia jueves conocera dato crecimiento pib 1er trimestre 2014 esperamos 53 analisis htt
";0.94432
"andrespardoa cuanto crecio economia colombiana 1er trimestre manana publica 9 be pronostico 53 analisis http
";0.94432
"andrespardoa dato pib 2do trimestre podria sorprender requerir nuevo aumento tasa bancorepublica analisis htt
";0.9443
"hoy 10 be 430 pm economista jefe andrespardoa hablara inflacion bancorepublica cara sello cablenoticias
";0.94428
"andrespardoa banco central europeo anuncia nuevas medidas estimulo monetario segun anticipamos excede expectativas http
";0.94428
"andrespardoa minhacienda bancorepublica creen tener claro q calculo flujos usd x alza colombia indice jpmorgan exage
";0.94417
"valdedrama oye bebe dono teleton2018 elfotis dona pues alguien sumar 3000 pesos movamonosporteletonbdb us
";0.94417
"andrespardoa tsunami euros anuncio hoy banco central europeo puede ser mayor futuro cercano norma
";0.94416
"roberto junguito antonio hernandez armando montenegro hugo palacios leonardo villar olga lucia acosta partic labelurl
";0.94414
"andrespardoa datos 4to trim sugieren menor desaceleracion consumo privado gasto publico tasa bancorepublica subira
";0.94371
"andrespardoa argentina juego gallina deuda publica argentina in game of chicken over debt labelurl
";0.94042
"andrespardoa colombia analisis cifras crecimiento economico 4to trimestre 2013 reveladas semana pasada http
";0.9404
"andrespardoa colombia hueco 125 billones columna opinion mariaisabel rueda eltiempo reforma tributaria htt
";0.9404
"andrespardoa mala deflacionno mejor q precios bajen xa aumentar capacidad gastolo explico portafolioco htt
";0.94039
"andrespardoa fmi recorta prevision crecimiento economia china imf cut china growth forecast labelurl via
";0.94039
"andrespardoa video resumen charla bvccolombia liquidez global turbulencia emergentes dolar tasa inter http
";0.94039
"andrespardoa amplia liquidez global mas tiempo significa q col mantendra tasas bajas mitad 2014detalles columna
";0.94038
"andrespardoa colombia aceleracion consumo privado 1er trimestre debe principalmente fuerte repunte durablescrecio 62
";0.94037
"andrespardoa colombia 2si fuerte caida trm dio principalmente x aumento ponderacion bonos locales in
";0.94037
"andrespardoa comparto columna hoy portafolioco bancorepublica vera forzado seguir subiendo tasa referencia http
";0.94036
"economiaunab invitados manana simposio economia agricola aud menor unabonline 830 be mgafarog leonardobm1984
";0.94035
"andrespardoa colombia pib construccion principal motor economia 2do trimestre crecer 102 esperabamos 89
";0.94035
"economiaunab invitados manana simposio economia agricola aud menor unabonline 830 be mgafarog leonardobm1984
";0.94035
"mloreguti hoy hotelesestelar inauguracion 51 sky bar cartagena unico bar colombia cartagena region
";0.94035
"mloreguti hoy hotelesestelar inauguracion 51 sky bar cartagena unico bar colombia cartagena region
";0.94035
"publication read the second edition of the governorsreport new quarterly publication by jjechavarria labelurl
";0.94034
"andrespardoa manana publicara crecimiento economia colombiana 2do trimestre 2014 esperamos 49 analisis htt
";0.94033
"andrespardoa colombia produccion industrial cayo 06 nov13 mal dato contraccion moderando menor q caida
";0.94032
"andrespardoa nuevos pronosticos crecimiento economico mundial regiones fmi mejor europa empeora latam htt
";0.94032
"andrespardoa hoy publicara crecimiento economia colombiana 2do trimestre 2014 esperamos 49 analisis http
";0.94032
"andrespardoa normalizacion monetaria global eurozona japon estan ampliar liquidez proximos 6 meses analisis http
";0.94031
"hollmanmorris asi quedaron ayer pasillos universidad cauca templos saber llenos represion dictadura saber q
";0.94031
"andrespardoa bancorepublica dio entender podria hacer nuevos ajustes alza tasa inter analisis http
";0.94031
"hollmanmorris asi quedaron ayer pasillos universidad cauca templos saber llenos represion dictadura saber q
";0.94031
"andrespardoa amplia liquidez global x mas tiempo inglaterra anuncio tasas bajas x mas tiempo mesdetalles columna hoy
";0.94031
"andrespardoa tasas bonos eeuu dicen mercado what mr bond be tell the market labelurl v
";0.9403
"andrespardoa economia colombia desacelera 2do trimestre banco central frenaria alza tasa labelurl via reuters
";0.9403
"andrespardoa mayor fortaleza euro impulsa necesidad estimulo coeure bce labelurl via reuters fin amplia
";0.94029
"andrespardoa colombia cierre dolar 1883 pesos mas bajo mas 7 meses tal retiro liquidez financiera globa
";0.94027
"frasedeldia reunirse comienzo permanecer juntos progreso trabajar juntos exito henry ford empresario industrial
";0.94025
"bfdbedout pildorita memoriael jefe daspor ser departamento administrativo solo recibia ordenes daba report
";0.94025
"blas curvas laffer senalan siempre do tasas impositivas producen mismos ingresos fiscales bor labelurl
";0.94022
"andrespardoa inflacion baja parece ser positivo demasiado baja vuelve problema aqui explicacion htt
";0.94021
"andrespardoa colombia 1 habiamos anticipado fuerte caida trm porq vendria diferenciacion economias emergentes so
";0.94021
"andrespardoa banco central europeo aumenta monto compra mensual activos 60 80 mil millones
";0.9402
"andrespardoa japon lleva 15 anos deflacion economia solo crecido 08 anual explico portafolioco labelurl
";0.9402
"andrespardoa porquenosubirtasas 5a mayoria codirectores cree q alza previas sido importantes puede leer q 75
";0.9402
"juego identidad dia negros personas pintan cara cosmetico negro dia blancos cubren talco
";0.94019
"juego identidad dia negros personas pintan cara cosmetico negro dia blancos cubren talco
";0.94019
"andrespardoa banco central europeo recorta tasa inter referencia 005 0 tasa depositos 03 04
";0.94018
"moveconcertsco sabianque show roger water contara sonido envolvente 11 puntos relevo 7 graderia 4 cabina
";0.94017
"andrespardoa recomendado reporte estabilidad financiera global fmi impulso mercados pasa liquidez crecimiento htt
";0.94016
"moveconcertsco sabianque show roger water contara sonido envolvente 11 puntos relevo 7 graderia 4 ca
";0.94015
"andrespardoa crecimiento eurozona debil generar mas empleos eurozone growth too weak to lift job labelurl
";0.94014
"frasedeldia darle inicio unnuevocomienzo reto futuro sigue siendo rapidez andy grove cofundador intel
";0.94011
"sediceyaak ser aprobado congreso seria 5 centavos 10 centavos 20 centavos 50 centavos respectivamen labelurl
";0.94011
"andrespardoa colombia publicara mes recomendaciones xa reformar rentabilidad minima d fondos pensionales viceministro hacienda
";0.94011
"andrespardoa porquenosubirtasas 2a crecimiento indice ise desestacionalizado proxy mensual pib cayo 06 abril
";0.94009
"petrogustavo cierto bajando impuestos gran capital crece empleo hecho ultimas decadas todas dere
";0.94006
"petrogustavo cierto bajando impuestos gran capital crece empleo hecho ultimas decadas todas dere
";0.94006
"andrespardoa colombia aunque bancorepublica sorprendio elevando tasa inter creemos debia hacerlo analisis http
";0.94001
"andrespardoa colombia gobierno realiza operacion manejo deuda tesoro nacional 134 billones via minhacienda
";0.94
"blaudestereo mauricio pena jefe seccion musica biblioteca luis angel arango banrepcultural habla programacion
";0.93991
"claucarizas dijo infraestructura ah si haciendo puentes desploman dejando vias medias leydivillamizar usofren
";0.93987
"top 2 impacto economico inflacion japon mantuvo estable bce considera prematuro dar senales camb labelurl
";0.93984
"banrepcultural biblioteca gabriel garcia marquez inaugurada 2001 cuenta sala general sala lectura periodicos
";0.93981
"andrespardoa si economia colombiana casi potencial cree bancorepublica tasa referencia debe seguir subi
";0.9398
"andrespardoa experiencia qe1 qe2 muestra q puede descartar caida tasa d tesoros feed reduzca qe3l
";0.93976
"andrespardoa analisis deuda publica 2probabilidad mas estimulo monetario europa japon positivo tes htt
";0.93586
"andrespardoa ojo poner esperanzas d devaluacion desaceleracion chinaeso determinando precio d petroleomi columna htt
";0.93585
"top 3 impacto economico confianza consumidor zona euro retrocedio desempleo uk subio lige labelurl
";0.93585
"andrespardoa eurozona anuncio mas estimulo monetario q genera mas presion revaluacion peso colombianomi analisis htt
";0.93584
"andrespardoa ojo poner esperanzas devaluacion retiro liquidez paises avanzadoseso pasando columna htt
";0.93584
"andrespardoa aumenta riesgo d deflacion europa d mas liquidezmas presion d revaluacion peso colombianomi analisis htt
";0.93584
"andrespardoa tasa cambio colombia operandose 1842 pesos dolar tal comenzado normalizacion monetari
";0.93583
"top 3 impacto economico gobierno japones vuelve nombrar kuroda jefe confianza consumidor co labelurl
";0.93583
"andrespardoa manana esperen analisis explicando pronostico 53 crecimiento pib colombia 1er trim
";0.93582
"andrespardoa colombia jpmorgan anuncia q ponderacion tes aumentara sustancialmente indices globales bonos locales
";0.93582
