;Topico2
"andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenariocould lead to cut in colombi
";0.9604
"workersuniting workers unite condemn the horrendous attack on dibeth quintana of our sister union usofrenteobrero and the continue
";0.95911
"workersuniting workers unite condemn the horrendous attack on dibeth quintana of our sister union usofrenteobrero and the continue
";0.95911
"bdrpadillach pocos dias amigos pa inicie sodacirque7d by cirque du soleil promos si pagan bancosaval magiaenelaire
";0.95345
"fabioariascut viva paro nacional magisterio viva paz pliego estatal fecode abajo pnd viva minga indigena
";0.95306
"fabioariascut viva paro nacional magisterio viva paz pliego estatal fecode abajo pnd viva minga indigena
";0.95306
"franciscoporbta vendieron isagen plata perdio ahora dicen venderan ecopetrol financiar vias mismo cuento mismo res
";0.95198
"petrogustavo encuesta cmi ayer muestra primera vez cinco siglos hijo pueblo puede gobernar colombia progra
";0.95186
"petrogustavo encuesta cmi ayer muestra primera vez cinco siglos hijo pueblo puede gobernar colombia progra
";0.95186
"andrespardoa colombia encuesta datexco eltiempo wradiocolombia 1a vuelta santos 277 zuluaga 256 2a vuelta santos 3
";0.95139
"workingpaper 1037 by carlos leon and fabio ortega forecast labelurl let us know what you think
";0.95089
"alexlopezmaya gran tragedia mas 14 millones d trabajadors salario fijo seg social exijamos modelo eco distinto htt
";0.95081
"alexlopezmaya gran tragedia mas 14 millones d trabajadors salario fijo seg social exijamos modelo eco distinto htt
";0.95081
"mlorozco78 usofrenteobrero ecopetrolsa minminas mintrabajocol mafsul baena aliciaarango viva union sindical obrera viva viv
";0.94992
"elhectorhh felicidades usofrenteobrero ayer cumplio 96 anos lucha resistencia defensa clase obrera nnla conmemorac
";0.9499
"elhectorhh felicidades usofrenteobrero ayer cumplio 96 anos lucha resistencia defensa clase obrera nnla conmemorac
";0.9499
"usocasabe dia hoy usocasabe comision nacional ddhh uso instalan taller ddhh municio yondo apor
";0.94974
"usocasabe dia hoy usocasabe comision nacional ddhh uso instalan taller ddhh municio yondo apor
";0.94974
"usoedwin hace 67 anos organizacion sindical usofrenteobrero dio nacimiento ecopetrolsa hoy seguimos siendo mayor
";0.94944
"ccajar cajar40anos tbt com ddhh paz usofrenteobrero hace llegar calido solidario saludo cajar ocasion d
";0.94919
"petroguia union sindical obrera industria petroleo prefiere huelga general tribunales si logra acuerdo ecopetrol
";0.9491
"neilmartinuni unions message to ecopetrolsa negotiate or risk halt to production usofrenteobrero industriallgu unisontweets
";0.94907
"usofrenteobrero usofrenteobrero decidido denunciar penalmente orlando diaz montoya sonia prada omar mauricio gomez funcion
";0.94897
"bcavirtual acabo ver ecopetrol uso firmaron nueva convencion colectiva trabajo 20182022 palmaedwin usofrenteobrero us
";0.94873
"lauraggils ecopetrol pago 300 millones bono presidente revela hoy dcoronell derecho entidad cuyo propietario
";0.94868
"cuanto dinero gastas cuanto dinero ahorras cuanto dinero inviertes respondiendo preguntas determinaras libertad financiera
";0.94838
"muchas malas razones empezar empresa solo buena razon creo sabes cambiar mundo phil libin
";0.94835
"muchas malas razones empezar empresa solo buena razon creo sabes cambiar mundo phil libin
";0.94835
"valdedrama oye bebe dono teleton2018 elfotis dona pues alguien sumar 3000 pesos movamonosporteletonbdb us
";0.94832
"palmaedwin hoy entregamos segunda obra social marco aniversario numero 96 usofrenteobrero proximo martes ba
";0.94832
"palmaedwin hoy entregamos segunda obra social marco aniversario numero 96 usofrenteobrero proximo martes ba
";0.94832
"valdedrama chicos vamos solo tuit apoyando buena causa vamos puede vale pena movamonosporteletonbdb htt
";0.94832
"jsanchezcristo si arquitecto simon velez si j9 javier marin si tampoco loco barrera pla
";0.9479
"jsanchezcristo si arquitecto simon velez si j9 javier marin si tampoco loco barrera pla
";0.9479
"andrespardoa colombia podria cambiar base minima cobro impuesto patrimonio viceministro hacienda andres escobar via
";0.9471
"juanchodrm aniversario numero 95 usofrenteobrero cesar carrillo tan solo mes asesinaron 15 companeros aun muertes
";0.94701
"danielsossa9 hace quince dias finalizo contrato comercial prestacion primer nivel salud policlinica barrancabermeja eseb
";0.94697
"danielsossa9 hace quince dias finalizo contrato comercial prestacion primer nivel salud policlinica barrancabermeja eseb
";0.94697
"fondosdepension solo tercio trabajadores colombianos cotizan salud pension andres felipe uribe viceministro min hacienda
";0.94683
"comision derechos humanos paz union sindical obrera uso hace llegar calido saludo colectivo labelurl
";0.94633
"usocasabe intervencion uso cafeteria campo casabe celebramos 96 anos lucha reafirmamos conviccion pa
";0.94629
"usocasabe intervencion uso cafeteria campo casabe celebramos 96 anos lucha reafirmamos conviccion pa
";0.94629
"bluradioco registraduria emite primer boletin consultaliberal 2696 mesas escrutadas delacallehum 54685 votos cri
";0.94621
"aorgulloso persiste negociacion uso usofrenteobrero ecopetrolsa sindicato insiste lograr acuerdo colectivo q incluya form
";0.94618
"gelsylozano palmaedwin usofrenteobrero energias limpias generan tres veces mas puestos trabajo habla acabar ecopetrol
";0.9461
"jerobledo defensoria pueblo dice 343 lideres sociales defensores derechos humanos sido asesinados colombia
";0.94607
"usofrenteobrero sindicato tenaris tubocaribe reclaman garantias ejercer libertad sindical llevan do dias huelga h
";0.94605
"usometa trabajadores usometa schlumberger colombia rompen dialogo recursos humanos rh incumplimientos politicas antis
";0.94604
"mafsul celebro 40 dias dialogo negociacion resulten acuerdo convencion colectiva trabajo 2022 ecopetrol
";0.94602
"aocampon trabajadores contratistas campo rubiales meta manifiestan apoyo total usofrenteobrero usometa hectorvaca lac
";0.94597
"mjsarmientoa saludo union sindical obrera usofrenteobrero 95 anos existencia luchas historia duda repr
";0.94592
"betoccastro hoy cumplen 95 anos union sindical obrera usofrenteobrero medio dificultades luchas victorias
";0.94586
"jcontrerasa listo salir correr 10k mmb atletismo deporte day sunday journalist equipo porveniroficial labelurl
";0.94583
"juego identidad dia negros personas pintan cara cosmetico negro dia blancos cubren talco
";0.9458
"juego identidad dia negros personas pintan cara cosmetico negro dia blancos cubren talco
";0.9458
"frasedeldia darle inicio unnuevocomienzo reto futuro sigue siendo rapidez andy grove cofundador intel
";0.94576
"howardrv0526 no12horas 1886 libraron primeras huelgas defender turnos trabajo vamos ser inferiores est
";0.94575
"howardrv0526 no12horas 1886 libraron primeras huelgas defender turnos trabajo vamos ser inferiores est
";0.94575
"palmaedwin asi nacio usofrenteobrero hace 95 anos sindicato siento orgulloso pertenecer dirigir somosuso
";0.94572
"bogotasocial consejogremial aprovechando ola asesinatos lideres sociales propone vender ecopetrol movimiento social apoya
";0.94561
"yariguies1027 lomascompartido usofrenteobrero ecopetrolsa logran acuerdo tra 41 dias negociacion convencion colectiva est
";0.94559
"anifco bogota xxix asambleaanif inicia intervencion miguel largacha presidente consejo directivo anifco porveniroficial labelurl
";0.94557
"mariovalencia01 va juan carlos echeverry ecopetrol nefasto presidente q cumplido encargo afectar patrimonio publico
";0.94552
"usocasabe usocasabe logra reintegro pago salarios trabajadora casino habia sido terminado contrato trabajo
";0.9455
"usocasabe usocasabe logra reintegro pago salarios trabajadora casino habia sido terminado contrato trabajo
";0.9455
"justributaria ecopetrol reunion unidos x ecopetrol hoy corporacion aury sara avanzamos plan accion defensa
";0.9455
"usometa conozca logros lucha obrera usofrenteobrero tras 42 dias negociacion acuerdo convencional ecopetrolncon m
";0.94542
"usometa conozca logros lucha obrera usofrenteobrero tras 42 dias negociacion acuerdo convencional ecopetrolncon m
";0.94542
"nachoboada hoy ecopetrolsa adelanta diligencia d descargos companero ariel corzonsi empresa despide falsos po
";0.9454
"nachoboada hoy ecopetrolsa adelanta diligencia d descargos companero ariel corzonsi empresa despide falsos po
";0.9454
"usocasabe pesar todas dificultades 10 feb 1923 fundada clandestinidad union obrera union obreros
";0.94535
"usocasabe pesar todas dificultades 10 feb 1923 fundada clandestinidad union obrera union obreros
";0.94535
"usofrenteobrero decidido denunciar penalmente orlando diaz montoya sonia prada omar mauricio gomez func labelurl
";0.94532
"justributaria noticias elespectador ecopetrolsa debe venderse sino fortalecerse asi puede lograr diversificacion pro
";0.94532
"cuidemosmas escoge medio transporte alterno motorizados asi disfrutas vista ayudas respirar aire mas limpio
";0.94529
"cuidemosmas escoge medio transporte alterno motorizados asi disfrutas vista ayudas respirar aire mas limpio
";0.94529
"publications workingpaper 1025 by jose eduardo gomez jorge hirsgarzon and jorge m uribe timevaryingcausality labelurl
";0.94524
"petrogustavo cierto bajando impuestos gran capital crece empleo hecho ultimas decadas todas dere
";0.94524
"petrogustavo cierto bajando impuestos gran capital crece empleo hecho ultimas decadas todas dere
";0.94524
"michael bordo finaliza intervencion seminario 95 anos misionkemmerer colombia dice tras analizar hi labelurl
";0.94524
"usoedwin buena noticia ecopetrolsa fin entendieron tener activo generando lucro cesante perdida valor
";0.94521
"palmaedwin juez constitucional ordena navierafluvial negociar pliego peticiones presento usofrenteobrero hace do ano
";0.94516
"angela merkel logro formar coalicion gobierno alemanianel bloque conservador cdu canciller alemana ang labelurl
";0.94511
"bcavirtual bcavirtual defensa ecopetrol patrimonio publico sera base pliego dice uso palmaedwin usofrenteo
";0.94508
"ecopetrolsa debe decirle verdad pais si ahorrar costos abandono mal pozos si tragedi labelurl
";0.94504
"valdedrama casi inicia temporada sodacirque7d by cirque du soleil mejores show experienciasaval magiaenelaire
";0.94502
"fabioariascut declarada desierta subasta energia eolica solar minminas gobierno debe usar extraordinarias utilida
";0.94495
"fabioariascut declarada desierta subasta energia eolica solar minminas gobierno debe usar extraordinarias utilida
";0.94495
"solidaridad acdac1 hace 14 anos vivimos mismo episodio oitnoticias despues dio razon re labelurl
";0.94492
"soyandrejo hoy porveniroficial presento equipo deportistas despues cumplir 20 anos aniversario impulsando atletismo c
";0.94488
"soyandrejo hoy porveniroficial presento equipo deportistas despues cumplir 20 anos aniversario impulsando atletismo c
";0.94488
"mashirafael felicitaciones andres manuel lopez obrador nuevo presidente mexico lindo querido victoria arrasad
";0.94479
"usocasabe hoy reunion junta subdirectiva casabe revisando distintos temas trabajadores ajustando plan trabajo v
";0.94477
"usocasabe hoy reunion junta subdirectiva casabe revisando distintos temas trabajadores ajustando plan trabajo v
";0.94477
"hoy celebramos vida seres dia dia dan mejor si cuidar darle mejor fami labelurl
";0.9447
"acdac1 atendiendo llamado defensor pueblo luego 51 dias pilotos acdac anuncian fin huelga labelurl
";0.94458
"acdac1 atendiendo llamado defensor pueblo luego 51 dias pilotos acdac anuncian fin huelga labelurl
";0.94458
"palmaedwin razones esgrimio usofrenteobrero trabajadores petroleros hace 41 anos ir huelga mismas qu
";0.94451
"andrespardoa hoy tampoco pinta bien peso colombiano cnbcworld emerge market currencies take batter labelurl
";0.94437
"andrespardoa paz colombia veran beneficios economicos nota cnnee opiniones jrestrepo mias xavierserbiacnn http
";0.94415
"mloreguti desarrollo mercado capitales romperia barrera ser pais ingreso medio motor emprendimiento ma
";0.94402
"mloreguti desarrollo mercado capitales romperia barrera ser pais ingreso medio motor emprendimiento ma
";0.94402
"publication read the second edition of the governorsreport new quarterly publication by jjechavarria labelurl
";0.94342
"sinprosegroky doctor fernan ignacio bejarano arias vicepresidente juridico ecopetrolsa enviado correo institucional radi
";0.9434
"basta leer sentencia c796 14 concluir si bien cierto servicio publico importante esen labelurl
";0.94337
"banrepcultural teatro quiminza sera sede banrepcultural tunja mientras realicen restauracion claustro san ag
";0.94322
"usometa usofrenteobrero sigue cumpliendo clase obrera conseguir acuerdos luego jornadas intensas protesta est
";0.94315
"andrespardoa colombia gobierno realiza operacion manejo deuda tesoro nacional 134 billones via minhacienda
";0.94305
"fondosdepension juan david correa presidente consejo directivo asofondos santiago montenegro presidente asofondos habla
";0.94295
"andrespardoa colombia encuesta ipsos napoleon franco rcn radio television revistasemanannzuluaga 49 nsantos 41
";0.9429
"fondosdepension solo tercio trabajadores colombianos cotizan salud pension andres felipe uribe viceministro min
";0.94272
"fondosdepension inversion extranjera directa ied creciendo tasas altas forma importante juan jose echavarria
";0.94243
"juan pablo uribe director fundacion santa fe bogota presenta libro salud colombia perspec labelurl
";0.94242
"kikem63 usofrenteobrero paso atras companeros arriba gloriosa combativa union sindical obrera uso
";0.94223
"bcavirtual bcavirtual ecopetrol instituto von humboldt unen restaurar danos fortuna palmaedwin usofrenteobrero
";0.94223
"bcavirtual bcavirtual uso rechaza propuesta gremios vender ecopetrol palmaedwin usofrenteobrero usoedwin ecope
";0.94221
"uso condena denuncia brutal agresion objeto companera dibeth quintana lider sindical nu labelurl
";0.94216
"uso condena denuncia brutal agresion objeto companera dibeth quintana lider sindical nu labelurl
";0.94216
"bcavirtual bcavirtual ecopetrol logro acuerdo laboral uso palmaedwin usofrenteobrero usoedwin ecopetrolmag ecopetrol
";0.94213
"cuervoji entonces avianca ordenaba interceptaciones ilegales sindicato pilotos acdac1 plenas negociaciones pa
";0.94211
"usofrenteobrero hace 67 anos nacio ecopetrolsa patrimonio colombianos usofrenteobrero hizo huelga ex
";0.9421
"usocasabe labor mahecha dio dignidad autoestima obrero colombiano creador riqueza accion conjugaba
";0.94205
"usocasabe labor mahecha dio dignidad autoestima obrero colombiano creador riqueza accion conjugaba
";0.94205
"ayer suscribimos acta garantias massy energy iniciar negociacion colectiva miras regular cond labelurl
";0.94204
"bcavirtual bcavirtual vender ecopetrol acabar patrimonio publico palmaedwin usofrenteobrero usoedwin ecopetrolmag ecop
";0.94204
"jkvasquez01 mafsul campetrol ivanduque minminas sra ministra ve entusiasta cuento convencion ecopetrol
";0.942
"fernandezmjp hoy cumple 95 anos usofrenteobrero felicitacionesnsin organizacion existiria ecopetrol saqueo seria
";0.942
"uocartagena no12horas junto afiliados vamos dar pelea vamos quedar cruzados brazos mientras
";0.94198
"uocartagena no12horas junto afiliados vamos dar pelea vamos quedar cruzados brazos mientras
";0.94198
"usofrenteobrero vamos defender ecopetrolsa vamos defender patrimonio publico vamos defender pliego peticiones d
";0.94197
"jerobledo gran saludo usofrenteobrero celebrar 95 anos defendiendo recursos derechos trabajadores petroleros
";0.94191
"yariguies1027 loultimo usofrenteobrero anuncia levanta cese actividades protesta temas laborales trabajadores terce
";0.94188
"sindicato tenaris tubocaribe reclaman garantias ejercer libertad sindical llevan do dias huelga d labelurl
";0.94187
"bcavirtual bcavirtual presidente duque aseguro vendera ecopetrol palmaedwin usofrenteobrero usoedwin ecopetrolmag eco
";0.94187
"usofrenteobrero empresa miente deslegitimar derecho huelga pone jefes coordinadores ingenieros repetir li
";0.94186
"mientras hoy actos solemnes uso ecopetrolsa instalamos mesa negociacion lado nivel pais labelurl
";0.94186
"union sindical obrera uso lleva varios anos exigiendo ecopetrol planta tratamiento cartagena labelurl
";0.94185
"usometa usofrenteobrero logra reintegro trabajadora respeto igualdad genero ecopetrol luego volviera vincular
";0.94183
"uocartagena no12horas vamos luchar defender turno 8 horas 1985 generado riqueza ecopetrolsa bien
";0.94178
"uocartagena no12horas vamos luchar defender turno 8 horas 1985 generado riqueza ecopetrolsa bien
";0.94178
"lasillavacia reunidos mesa hace casi mes ecopetrolsany sindicatos usofrenteobrero sindispetrol adeco nego
";0.94175
"enscolombia noticiasnen dias recientes consejo gremial propuso presidente entrante vender participacion ecop
";0.94174
