;Topico0
"informe diario mayo 26 2015 ordenes bienes durables eeuu caen 05 mm abril revierten alza marzo labelurl
";0.95096
"informe diario mayo 13 2015 pib eurozona crecio 04 tt 1t15 acelerandose frente 4t14 03 tt labelurl
";0.95094
"informe diario agosto 13 2015 ventas minoristas eeuu rebotan julio crecen 06 mm segun esperado nlabelurl
";0.95094
"informe diario marzo 31 2015 tasa desempleo colombia bajo 99 febrero 2015 vs 107 hace ano labelurl
";0.95022
"informe diario octubre 15 2015 inflacion ipc eeuu cayo septiembre 02 mm nucleo 19 aanlabelurl
";0.9479
"informe diario octubre 14 2015 inflacion ipp cayo eeuu ubico 05 mm 11 aa septiembrenlabelurl
";0.9479
"informe diario marzo 25 2015 ordenes bienes durables febrero cayeron 14 mm revirtiendo alza enero labelurl
";0.9479
"informe diario agosto 19 2015 inflacion ipc eeuu subio 01 aa nucleo mantuvo 18 aa labelurl
";0.94789
"informe diario agosto 12 2015 produccion industrial eurozona cayo 04 mm 12 aa junio nlabelurl
";0.94789
"informe diario septiembre 16 2015 inflacion ipc eeuu mantuvo 01 aa agosto nucleo 18 aa labelurl
";0.94789
"informe diario marzo 19 2015 deficit cuenta corriente eeuu aumento 1481 tt cuarto trimestre 2014 labelurl
";0.94783
"informe diario agosto 24 2015 lunes negro shanghai composite cayo 85 china mayor descenso 2007 labelurl
";0.94777
"informe diario mayo 12 2015 encuesta jolt eeuu marzo registro leve descenso tras 5 meses mejoras labelurl
";0.94775
"informe diario agosto 20 2015 ventas vivienda usada eeuu aumentaron 103 aa mejor nivel 2007 labelurl
";0.94775
"intimesias indago quedo quieto pregunta fallecido pizano nestor humberto martinez quieto responde hoy fiscal sa
";0.94762
"intimesias indago quedo quieto pregunta fallecido pizano nestor humberto martinez quieto responde hoy fiscal sa
";0.94762
"informe diario agosto 3 2015 inflacion pce eeuu subio 03 aa mientras nucleo mantuvo 13 aanlabelurl
";0.94757
"informe diario noviembre 26 2014 ordenes bienes durables eeuu registraron alza 04 mm octubre labelurl
";0.94442
"informe diario mayo 15 2014 crecimiento eurozona 1t14 02 tt inferior expectativa 04 tt labelurl
";0.94441
"informe diario septiembre 8 2015 eurozona crecio 04 tt 15 aa 2t15 levemente superior esperado labelurl
";0.94441
