;Topico2
"andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenariocould lead to cut in colombi
";0.95909
"bdrpadillach pocos dias amigos pa inicie sodacirque7d by cirque du soleil promos si pagan bancosaval magiaenelaire
";0.95214
"fabioariascut viva paro nacional magisterio viva paz pliego estatal fecode abajo pnd viva minga indigena
";0.94997
"fabioariascut viva paro nacional magisterio viva paz pliego estatal fecode abajo pnd viva minga indigena
";0.94997
"petrogustavo encuesta cmi ayer muestra primera vez cinco siglos hijo pueblo puede gobernar colombia progra
";0.94952
"petrogustavo encuesta cmi ayer muestra primera vez cinco siglos hijo pueblo puede gobernar colombia progra
";0.94952
"andrespardoa banrepublica hizo bien comenzar subir tasas inter hizo mal dar senales correctas analisis http
";0.94916
"mlorozco78 usofrenteobrero ecopetrolsa minminas mintrabajocol mafsul baena aliciaarango viva union sindical obrera viva viv
";0.94664
"elhectorhh felicidades usofrenteobrero ayer cumplio 96 anos lucha resistencia defensa clase obrera nnla conmemorac
";0.94664
"elhectorhh felicidades usofrenteobrero ayer cumplio 96 anos lucha resistencia defensa clase obrera nnla conmemorac
";0.94664
"usocasabe dia hoy usocasabe comision nacional ddhh uso instalan taller ddhh municio yondo apor
";0.94656
"usocasabe dia hoy usocasabe comision nacional ddhh uso instalan taller ddhh municio yondo apor
";0.94656
"petrogustavo encuesta datexco vamos bien extinguio diferencia habia sacado fajardo subimos intencion voto ga
";0.94651
"petrogustavo encuesta datexco vamos bien extinguio diferencia habia sacado fajardo subimos intencion voto ga
";0.94651
"petroguia union sindical obrera industria petroleo prefiere huelga general tribunales si logra acuerdo ecopetrol
";0.94631
"muchas malas razones empezar empresa solo buena razon creo sabes cambiar mundo phil libin
";0.94626
"muchas malas razones empezar empresa solo buena razon creo sabes cambiar mundo phil libin
";0.94626
"danielsossa9 hace quince dias finalizo contrato comercial prestacion primer nivel salud policlinica barrancabermeja eseb
";0.94607
"danielsossa9 hace quince dias finalizo contrato comercial prestacion primer nivel salud policlinica barrancabermeja eseb
";0.94607
"bcavirtual bcavirtual hoy 25 agosto ecopetrol cumpliendo 67 anos vida palmaedwin usofrenteobrero usoedwin ecopet
";0.94606
"fondosdepension solo tercio trabajadores colombianos cotizan salud pension andres felipe uribe viceministro min hacienda
";0.94603
"usofrenteobrero usofrenteobrero decidido denunciar penalmente orlando diaz montoya sonia prada omar mauricio gomez funcion
";0.94589
"valdedrama chicos vamos solo tuit apoyando buena causa vamos puede vale pena movamonosporteletonbdb htt
";0.94585
"jsanchezcristo si arquitecto simon velez si j9 javier marin si tampoco loco barrera pla
";0.9458
"jsanchezcristo si arquitecto simon velez si j9 javier marin si tampoco loco barrera pla
";0.9458
"andrespardoa colombia podria cambiar base minima cobro impuesto patrimonio viceministro hacienda andres escobar via
";0.94576
"usocasabe hora puerta principal campo casabe conmemoracion 31 anos asesinato manuel gustavo chacon usofrente
";0.94575
"usofrenteobrero martes 14 agosto 800am calle 35 725 bogota sede uso rueda prensa ac
";0.94561
"bcavirtual acabo ver ecopetrol uso firmaron nueva convencion colectiva trabajo 20182022 palmaedwin usofrenteobrero us
";0.94546
"andrespardoa argentina valor contratos seguro impago cds 1 ano subio 2600 7500 2 dias valor co
";0.94515
"comision derechos humanos paz union sindical obrera uso hace llegar calido saludo colectivo labelurl
";0.94281
"aorgulloso persiste negociacion uso usofrenteobrero ecopetrolsa sindicato insiste lograr acuerdo colectivo q incluya form
";0.9428
"usocasabe intervencion uso cafeteria campo casabe celebramos 96 anos lucha reafirmamos conviccion pa
";0.94277
"usocasabe intervencion uso cafeteria campo casabe celebramos 96 anos lucha reafirmamos conviccion pa
";0.94277
"aocampon trabajadores contratistas campo rubiales meta manifiestan apoyo total usofrenteobrero usometa hectorvaca lac
";0.94273
"usometa trabajadores usometa schlumberger colombia rompen dialogo recursos humanos rh incumplimientos politicas antis
";0.94272
"usofrenteobrero sindicato tenaris tubocaribe reclaman garantias ejercer libertad sindical llevan do dias huelga h
";0.9427
"bluradioco registraduria emite primer boletin consultaliberal 2696 mesas escrutadas delacallehum 54685 votos cri
";0.94268
"jcontrerasa listo salir correr 10k mmb atletismo deporte day sunday journalist equipo porveniroficial labelurl
";0.94265
"usocasabe usocasabe logra reintegro pago salarios trabajadora casino habia sido terminado contrato trabajo
";0.94261
"usocasabe usocasabe logra reintegro pago salarios trabajadora casino habia sido terminado contrato trabajo
";0.94261
"palmaedwin asi nacio usofrenteobrero hace 95 anos sindicato siento orgulloso pertenecer dirigir somosuso
";0.94259
"juego identidad dia negros personas pintan cara cosmetico negro dia blancos cubren talco
";0.94256
"juego identidad dia negros personas pintan cara cosmetico negro dia blancos cubren talco
";0.94256
"palmaedwin juez constitucional ordena navierafluvial negociar pliego peticiones presento usofrenteobrero hace do ano
";0.94255
"bcavirtual bcavirtual defensa ecopetrol patrimonio publico sera base pliego dice uso palmaedwin usofrenteo
";0.94254
"betoccastro hoy cumplen 95 anos union sindical obrera usofrenteobrero medio dificultades luchas victorias
";0.94253
"solidaridad acdac1 hace 14 anos vivimos mismo episodio oitnoticias despues dio razon re labelurl
";0.94252
"petrogustavo cierto bajando impuestos gran capital crece empleo hecho ultimas decadas todas dere
";0.9425
"angela merkel logro formar coalicion gobierno alemanianel bloque conservador cdu canciller alemana ang labelurl
";0.9425
"petrogustavo cierto bajando impuestos gran capital crece empleo hecho ultimas decadas todas dere
";0.9425
"howardrv0526 no12horas 1886 libraron primeras huelgas defender turnos trabajo vamos ser inferiores est
";0.94249
"howardrv0526 no12horas 1886 libraron primeras huelgas defender turnos trabajo vamos ser inferiores est
";0.94249
"usocasabe pesar todas dificultades 10 feb 1923 fundada clandestinidad union obrera union obreros
";0.94247
"usocasabe pesar todas dificultades 10 feb 1923 fundada clandestinidad union obrera union obreros
";0.94247
"palmaedwin razones esgrimio usofrenteobrero trabajadores petroleros hace 41 anos ir huelga mismas qu
";0.94247
"usometa conozca logros lucha obrera usofrenteobrero tras 42 dias negociacion acuerdo convencional ecopetrolncon m
";0.94246
"usometa conozca logros lucha obrera usofrenteobrero tras 42 dias negociacion acuerdo convencional ecopetrolncon m
";0.94246
"anifco bogota xxix asambleaanif inicia intervencion miguel largacha presidente consejo directivo anifco porveniroficial labelurl
";0.9424
"soyandrejo hoy porveniroficial presento equipo deportistas despues cumplir 20 anos aniversario impulsando atletismo c
";0.94233
"soyandrejo hoy porveniroficial presento equipo deportistas despues cumplir 20 anos aniversario impulsando atletismo c
";0.94233
"nachoboada hoy ecopetrolsa adelanta diligencia d descargos companero ariel corzonsi empresa despide falsos po
";0.94232
"nachoboada hoy ecopetrolsa adelanta diligencia d descargos companero ariel corzonsi empresa despide falsos po
";0.94232
"ecopetrolsa debe decirle verdad pais si ahorrar costos abandono mal pozos si tragedi labelurl
";0.94229
"andrespardoa paz colombia veran beneficios economicos nota cnnee opiniones jrestrepo mias xavierserbiacnn http
";0.94227
"andrespardoa hoy tampoco pinta bien peso colombiano cnbcworld emerge market currencies take batter labelurl
";0.94226
"fabioariascut declarada desierta subasta energia eolica solar minminas gobierno debe usar extraordinarias utilida
";0.94223
"fabioariascut declarada desierta subasta energia eolica solar minminas gobierno debe usar extraordinarias utilida
";0.94223
"justributaria noticias elespectador ecopetrolsa debe venderse sino fortalecerse asi puede lograr diversificacion pro
";0.94221
"usocasabe hoy reunion junta subdirectiva casabe revisando distintos temas trabajadores ajustando plan trabajo v
";0.94221
"usocasabe hoy reunion junta subdirectiva casabe revisando distintos temas trabajadores ajustando plan trabajo v
";0.94221
"valdedrama casi inicia temporada sodacirque7d by cirque du soleil mejores show experienciasaval magiaenelaire
";0.94219
"acdac1 atendiendo llamado defensor pueblo luego 51 dias pilotos acdac anuncian fin huelga labelurl
";0.94218
"acdac1 atendiendo llamado defensor pueblo luego 51 dias pilotos acdac anuncian fin huelga labelurl
";0.94218
"mashirafael felicitaciones andres manuel lopez obrador nuevo presidente mexico lindo querido victoria arrasad
";0.94216
"fondosdepension solo tercio trabajadores colombianos cotizan salud pension andres felipe uribe viceministro min
";0.94213
"hoy celebramos vida seres dia dia dan mejor si cuidar darle mejor fami labelurl
";0.94213
"mjsarmientoa saludo union sindical obrera usofrenteobrero 95 anos existencia luchas historia duda repr
";0.94212
"huelga da resultados luego 16 dias cese actividades tcbuen logra convencion colectiva tr labelurl
";0.94209
"usofrenteobrero decidido denunciar penalmente orlando diaz montoya sonia prada omar mauricio gomez func labelurl
";0.94202
"dias 14 agosto cesar loza presidente uso hablo caracol radio pliego peticiones si labelurl
";0.9419
"fondosdepension juan david correa presidente consejo directivo asofondos santiago montenegro presidente asofondos habla
";0.94188
"si decide 25 anos pueden ser mejor etapa vidate animamos hacer cosas haciasleenos labelurl
";0.94188
"publications workingpaper 1025 by jose eduardo gomez jorge hirsgarzon and jorge m uribe timevaryingcausality labelurl
";0.94186
"basta leer sentencia c796 14 concluir si bien cierto servicio publico importante esen labelurl
";0.94186
