;Topico0
"bandrespardoa uncertainty over the approval of structural tax reform in the 2nd half of 2016 could put negative pressure on colombia
";0.9634
"andrespardoa eeuu crearon 175 mil empleos netos febrero vs esperado 149 mil tasa desempleo subio 67 vs 66 ener
";0.9599
"andrespardoa eeuu crearon 288 mil empleos junio vs estimacion 215 mil tasa desempleo bajo 61 vs estimacion 63
";0.95782
"andrespardoa eeuu crearon 288 mil empleos abril vs expectativa 210 mil tasa desempleo cae 63 vs expectativa 66
";0.95781
"andrespardoa economia eeuu contrajo 1 1er trimestre 2014 us gdp contract at pace of 1 in the first quarter via
";0.9576
"andrespardoa eeuu crearon 192 mil empleos agricolas marzo vs consenso 200 mil tasa desempleo mantuvo 67 vs co
";0.95738
"andrespardoa eeuu crearon solo 142 mil empleos agosto menor cifra va ano vs esperado 230 mil tasa desemp
";0.95644
"andrespardoa eeuu crearon 217 mil empleos mayo vs estimado 218 mil tasa desempleo estable 63 sigue recuperacion
";0.9553
"andrespardoa cepal forecast 2014 colombia gdp growth of 50 pct vs previous forecast of 45 pct reuterslatam
";0.95522
"andrespardoa colombia hoy 7 pm revela inflacion enero 2014 esperamos 059 mm 223 aa aqui informe enero htt
";0.95492
"informe diario mayo 26 2015 ordenes bienes durables eeuu caen 05 mm abril revierten alza marzo labelurl
";0.95293
"informe diario agosto 13 2015 ventas minoristas eeuu rebotan julio crecen 06 mm segun esperado nlabelurl
";0.95291
"informe diario mayo 13 2015 pib eurozona crecio 04 tt 1t15 acelerandose frente 4t14 03 tt labelurl
";0.95291
"eeuu crearon 214 mil empleos agricolas octubre vs esperado 230 mil tasa desempleo baja 58 59
";0.95289
"andrespardoa colombia segun andicolombia produccion industrial crecio 22 ventas total crecieron 32 enero 2014 paso len
";0.95283
"andrespardoa eeuu consumo personal cae 01 mensual abril vs 02 esperado reduce probabilidad fuerte repunte pi
";0.95276
"andrespardoa colombia consumo hogares acelero crecer 51 1er trimestre 2014 vs 44 4to trimestre 2013 segun
";0.95274
"pib 3q uk preliminar sale mejor esperado mom 05 vs 03 esperado yoy 23 vs 21 labelurl
";0.95238
"informe diario marzo 31 2015 tasa desempleo colombia bajo 99 febrero 2015 vs 107 hace ano labelurl
";0.95229
"informe diario junio 30 2015 tasa desempleo colombia subio 89 mayo 2015 vs 88 hace ano labelurl
";0.95229
"informe diario octubre 14 2015 inflacion ipp cayo eeuu ubico 05 mm 11 aa septiembrenlabelurl
";0.94999
"informe diario agosto 19 2015 inflacion ipc eeuu subio 01 aa nucleo mantuvo 18 aa labelurl
";0.94999
"informe diario octubre 15 2015 inflacion ipc eeuu cayo septiembre 02 mm nucleo 19 aanlabelurl
";0.94999
"informe diario marzo 25 2015 ordenes bienes durables febrero cayeron 14 mm revirtiendo alza enero labelurl
";0.94998
"informe diario septiembre 16 2015 inflacion ipc eeuu mantuvo 01 aa agosto nucleo 18 aa labelurl
";0.94998
"informe diario agosto 12 2015 produccion industrial eurozona cayo 04 mm 12 aa junio nlabelurl
";0.94997
"informe diario julio 3 2014 tasa desempleo eeuu disminuyo 61 junio crearon 288 mil nuevos empleos labelurl
";0.94996
"informe diario octubre 30 2014 pib eeuu 3t14 crecio 35 banrep dejo inalterada tasa 45 labelurl
";0.94992
"andrespardoa eurozona economia crecio 02 1er trimestre 2014 vs 04 esperado decepciona aumenta probabilidad mas estimulo
";0.9499
"andrespardoa colombia produccion industrial crecio 32 ventas total crecieron 39 primeros 4 meses 2014 segun eoic
";0.94989
"andrespardoa colombia demanda interna crecio 87 1er trimestre vs 54 4to trimestre superando ampliamente crecimiento p
";0.94987
"informe diario marzo 19 2015 deficit cuenta corriente eeuu aumento 1481 tt cuarto trimestre 2014 labelurl
";0.94984
"japon aumenta estimulo monetario segun anticipamos inyectara 80 billones yen ano u750 mil millones indefinidamente
";0.9498
"informe diario junio 18 2014 feed anuncio recorte 10 mil millones dolares qe3 partir julio labelurl
";0.9498
"andrespardoa colombia tasa desempleo cayo 111 enero 2014 vs 121 mismo mes 2013 continua recuperacion
";0.94977
"informe diario mayo 12 2015 encuesta jolt eeuu marzo registro leve descenso tras 5 meses mejoras labelurl
";0.94972
"informe diario agosto 24 2015 lunes negro shanghai composite cayo 85 china mayor descenso 2007 labelurl
";0.94971
"andrespardoa brasil economia crecio 07 trimestral 4to trimestre 2013 19 anual crecimiento 2013 23 mejor
";0.94967
"andrespardoa eurozona nuevas proyecciones economicas 2014 equipo tecnico banco central europeo pib 12 inflacion 1 http
";0.94966
"informe diario agosto 20 2015 ventas vivienda usada eeuu aumentaron 103 aa mejor nivel 2007 labelurl
";0.94965
"andrespardoa habra relajamiento cuantitativo eurozona ecb qe will it happen and what next labelurl via ft
";0.94952
"andrespardoa menor riesgo inflacion lcvelez fenomeno nino sera debil ultimos meses ano asegura ideam htt
";0.94952
"andrespardoa eurozona inflacion cae 05 anual marzo mas baja 4 anos nucleo 07 minimo historico aumenta ries
";0.94935
"andrespardoa eeuu economia contrajo 29 1er trimestre revision final estimamos pib crecera solo 15 2014
";0.94931
"intimesias indago quedo quieto pregunta fallecido pizano nestor humberto martinez quieto responde hoy fiscal sa
";0.94924
"intimesias indago quedo quieto pregunta fallecido pizano nestor humberto martinez quieto responde hoy fiscal sa
";0.94924
"informe diario enero 29 2015 tasa desempleo colombia subio 87 diciembre frente 84 hace ano labelurl
";0.94923
"informe diario junio 15 2016 feed mantuvo tasas inter inalteradas dio senales menor ritmo alzas labelurl
";0.94923
